"Species","Increasing.Rank.Min","Decreasing.Rank.Min","Increasing.Rank.Max","Decreasing.Rank.Max","Increasing.Rank.Average","Decreasing.Rank.Average","Decre.maxRank.P","Decre.aveRank.P","Decre.minRank.P","Decre.minRank.P.FDR","Decre.maxRank.P.FDR","Decre.aveRank.P.FDR","Ctlmean","Dismean","Origin"
"Pathway311",1958,7902,2100,8044,2029,7973,0.804319568043196,0.797220277972203,0.79012098790121,0.926706454081069,1,0.935032973726697,"0.000418275","0.000404292176470588","PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria."
"Pathway312",1589,8292,1710,8413,1649.5,8352.5,0.841215878412159,0.835166483351665,0.829117088291171,0.937398470679248,1,0.943491335077019,"0.000654822764705882","0.000617350941176471","PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing."
"Pathway313",1935,7935,2067,8067,2001,8001,0.806619338066193,0.8000199980002,0.793420657934207,0.928544700115141,1,0.936245691670149,"0.000638465470588235","0.000609512411764706","PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing."
"Pathway314",5027,1,10001,4975,7514,2488,0.497450254974503,0.248775122487751,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","1.04292941176471e-07","PWY.6396..superpathway.of.2.3.butanediol.biosynthesis"
"Pathway315",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY.6415..L.ascorbate.biosynthesis.V"
"Pathway316",7873,1832,8170,2129,8021.5,1980.5,0.212878712128787,0.198030196980302,0.183181681831817,0.266808101798516,0.750677563822565,0.655322242836841,"2.11933947058824e-07","1.448365e-06","PWY.6435..4.hydroxybenzoate.biosynthesis.V"
"Pathway317",5659,2820,7182,4343,6420.5,3581.5,0.434256574342566,0.358114188581142,0.281971802819718,0.388526700029226,1,0.655322242836841,"4.49762352941176e-06","2.26141e-07","PWY.6467..Kdo.transfer.to.lipid.IVA.III..Chlamydia."
"Pathway318",5027,2317,7685,4975,6356,3646,0.497450254974503,0.364563543645635,0.231676832316768,0.323382245108822,1,0.655322242836841,"6.18270588235294e-08","2.48621764705882e-07","PWY.6470..peptidoglycan.biosynthesis.V...beta..lactam.resistance."
"Pathway319",6830,2054,7948,3172,7389,2613,0.317168283171683,0.261273872612739,0.205379462053795,0.295129736356123,1,0.655322242836841,"8.79598764705882e-07","6.40573235294118e-06","PWY.6471..peptidoglycan.biosynthesis.IV..Enterococcus.faecium."
"Pathway32",7611,2264,7738,2391,7674.5,2327.5,0.239076092390761,0.232726727327267,0.226377362263774,0.320153736605231,0.815113425366324,0.655322242836841,"9.80936176470588e-05","0.000123723376470588","DAPLYSINESYN.PWY..L.lysine.biosynthesis.I"
"Pathway320",484,9472,530,9518,507,9495,0.951704829517048,0.949405059494051,0.947105289471053,0.987629567249654,1,0.989087582798943,"0.000153174876470588","0.000103343147058824","PWY.6507..4.deoxy.L.threo.hex.4.enopyranuronate.degradation"
"Pathway321",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY.6518..glycocholate.metabolism..bacteria."
"Pathway322",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY.6519..8.amino.7.oxononanoate.biosynthesis.I"
"Pathway323",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY.6524..lychnose.and.isolychnose.biosynthesis"
"Pathway324",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY.6527..stachyose.degradation"
"Pathway325",6115,3697,6305,3887,6210,3792,0.388661133886611,0.379162083791621,0.36966303369663,0.497837653420588,1,0.655322242836841,"9.18131235294118e-06","1.39083135294118e-05","PWY.6531..mannitol.cycle"
"Pathway326",98,9890,112,9904,105,9897,0.99030096990301,0.98960103989601,0.988901109889011,0.988901109889011,1,0.98960103989601,"0.000158219394117647","0.0001197067","PWY.6545..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.III"
"Pathway327",149,9820,182,9853,165.5,9836.5,0.985201479852015,0.983551644835516,0.981901809819018,0.987629567249654,1,0.989087582798943,"7.52366076470588e-06","1.54843005882353e-06","PWY.6549..L.glutamine.biosynthesis.III"
"Pathway328",5043,1,10001,4959,7522,2480,0.495850414958504,0.247975202479752,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","4.5735e-08","PWY.6562..norspermidine.biosynthesis"
"Pathway329",6597,3213,6789,3405,6693,3309,0.34046595340466,0.330866913308669,0.321267873212679,0.437054771680192,1,0.655322242836841,"7.60655952941176e-06","8.36183976470588e-06","PWY.6588..pyruvate.fermentation.to.acetone"
"Pathway33",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","DENITRIFICATION.PWY..nitrate.reduction.I..denitrification."
"Pathway330",2106,7776,2226,7896,2166,7836,0.78952104789521,0.783521647835216,0.777522247775222,0.915938296280262,1,0.923005721405881,"2.49924922941176e-05","2.20635564705882e-05","PWY.6590..superpathway.of.Clostridium.acetobutylicum.acidogenic.fermentation"
"Pathway331",1894,7978,2024,8108,1959,8043,0.810718928107189,0.804219578042196,0.797720227977202,0.928741757858846,1,0.936245691670149,"1.47051470588235e-05","1.04771764705882e-05","PWY.6595..superpathway.of.guanosine.nucleotides.degradation..plants."
"Pathway332",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY.6596..adenosine.nucleotides.degradation.I"
"Pathway333",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY.6598..sciadonate.biosynthesis"
"Pathway334",1801,8065,1937,8201,1869,8133,0.82001799820018,0.813218678132187,0.806419358064194,0.928859250827054,1,0.936245691670149,"1.90284473529412e-05","1.44096212941176e-05","PWY.6606..guanosine.nucleotides.degradation.II"
"Pathway335",1459,8413,1589,8543,1524,8478,0.854214578542146,0.847715228477152,0.841215878412159,0.943288097968446,1,0.950576072099903,"6.54738741176471e-05","6.33875588235294e-05","PWY.6608..guanosine.nucleotides.degradation.III"
"Pathway336",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY.6609..adenine.and.adenosine.salvage.III"
"Pathway337",9903,81,9921,99,9912,90,0.0098990100989901,0.008999100089991,0.0080991900809919,0.0181638739891701,0.182221777822218,0.170609605706096,"7.21517505882353e-06","2.31092082352941e-05","PWY.6612..superpathway.of.tetrahydrofolate.biosynthesis"
"Pathway338",9963,34,9968,39,9965.5,36.5,0.0038996100389961,0.00364963503649635,0.0033996600339966,0.00799218323781657,0.182221777822218,0.170609605706096,"2.71607520588235e-05","6.51120017647059e-05","PWY.6628..superpathway.of.L.phenylalanine.biosynthesis"
"Pathway339",9897,90,9912,105,9904.5,97.5,0.0104989501049895,0.00974902509749025,0.008999100089991,0.0196077953180292,0.182221777822218,0.170609605706096,"1.63919330588235e-05","3.64092888235294e-05","PWY.6629..superpathway.of.L.tryptophan.biosynthesis"
"Pathway34",1859,7997,2005,8143,1932,8070,0.814218578142186,0.806919308069193,0.7996200379962,0.928741757858846,1,0.936245691670149,"0.000194719758823529","0.000181531705882353","DENOVOPURINE2.PWY..superpathway.of.purine.nucleotides.de.novo.biosynthesis.II"
"Pathway340",9398,554,9448,604,9423,579,0.0603939606039396,0.0578942105789421,0.0553944605539446,0.0939602242307415,0.3518604661273,0.33366985882057,"2.86334405882353e-05","5.04667447058823e-05","PWY.6630..superpathway.of.L.tyrosine.biosynthesis"
"Pathway341",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY.6641..superpathway.of.sulfolactate.degradation"
"Pathway342",8531,662,9340,1471,8935.5,1066.5,0.147085291470853,0.106639336066393,0.0661933806619338,0.108833288450296,0.583715541489329,0.439682185627591,"8.86911764705882e-08","6.91047058823529e-06","PWY.6660..2.heptyl.3.hydroxy.4.1H..quinolone.biosynthesis"
"Pathway343",8531,1,10001,1471,9266,736,0.147085291470853,0.0735926407359264,9.99900009999e-05,0.000239261788106904,0.583715541489329,0.367123287671233,"0","6.5333e-06","PWY.6662..superpathway.of.quinolone.and.alkylquinolone.biosynthesis"
"Pathway344",9338,595,9407,664,9372.5,629.5,0.0663933606639336,0.0629437056294371,0.0594940505949405,0.0996525347465254,0.366874652740911,0.34426353283039,"5.73628747058824e-06","8.34424935294118e-06","PWY.6690..cinnamate.and.3.hydroxycinnamate.degradation.to.2.oxopent.4.enoate"
"Pathway345",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY.6692..Fe.II..oxidation"
"Pathway346",4326,5463,4539,5676,4432.5,5569.5,0.567543245675432,0.556894310568943,0.546245375462454,0.695457295125594,1,0.7141037092463,"0.000528959058823529","0.000478332882352941","PWY.6700..queuosine.biosynthesis"
"Pathway347",2720,7116,2886,7282,2803,7199,0.728127187281272,0.71982801719828,0.711528847115289,0.858962752373411,1,0.874429299151533,"0.000345921529411765","0.000344621117647059","PWY.6703..preQ0.biosynthesis"
"Pathway348",9839,137,9865,163,9852,150,0.0162983701629837,0.014998500149985,0.0136986301369863,0.0277074179374515,0.182221777822218,0.170609605706096,"1.02575813529412e-05","2.64265932352941e-05","PWY.6708..ubiquinol.8.biosynthesis..prokaryotic."
"Pathway349",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY.6731..starch.degradation.III"
"Pathway35",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","DHGLUCONATE.PYR.CAT.PWY..glucose.degradation..oxidative."
"Pathway350",216,9744,258,9786,237,9765,0.978502149785021,0.976402359764024,0.974302569743026,0.987629567249654,1,0.989087582798943,"0.000573533823529412","0.000443587047058824","PWY.6737..starch.degradation.V"
"Pathway351",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY.6749..CMP.legionaminate.biosynthesis.I"
"Pathway352",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY.6785..hydrogen.production.VIII"
"Pathway353",9886,94,9908,116,9897,105,0.0115988401159884,0.0104989501049895,0.0093990600939906,0.0202325149011203,0.182221777822218,0.170609605706096,"1.16147582941176e-05","2.86269338235294e-05","PWY.6803..phosphatidylcholine.acyl.editing"
"Pathway354",9798,178,9824,204,9811,191,0.0203979602039796,0.0190980901909809,0.0177982201779822,0.0337097032346235,0.182221777822218,0.170609605706096,"6.14597877647059e-06","1.08636562588235e-05","PWY.6823..molybdenum.cofactor.biosynthesis"
"Pathway355",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY.6829..tRNA.methylation..yeast."
"Pathway356",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY.6837..fatty.acid.beta.oxidation.V..unsaturated..odd.number..di.isomerase.dependent."
"Pathway357",9912,81,9921,90,9916.5,85.5,0.008999100089991,0.00854914508549145,0.0080991900809919,0.0181638739891701,0.182221777822218,0.170609605706096,"4.43664735294118e-06","1.18884628235294e-05","PWY.6859..all.trans.farnesol.biosynthesis"
"Pathway358",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY.6876..isopropanol.biosynthesis"
"Pathway359",9573,378,9624,429,9598.5,403.5,0.0428957104289571,0.0403459654034597,0.0377962203779622,0.0666407043506176,0.281698659402352,0.264464029787497,"1.07881466470588e-05","2.99711911764706e-05","PWY.6891..thiazole.biosynthesis.II..Bacillus."
"Pathway36",265,9708,294,9737,279.5,9722.5,0.973602639736026,0.972152784721528,0.970702929707029,0.987629567249654,1,0.989087582798943,"0.000333973605882353","0.000261940858823529","DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I"
"Pathway360",9689,285,9717,313,9703,299,0.0312968703129687,0.0298970102989701,0.0284971502849715,0.0512566193045125,0.224382895043829,0.21366396693664,"1.35388952941176e-05","3.68338654117647e-05","PWY.6892..thiazole.biosynthesis.I..E..coli."
"Pathway361",9890,98,9904,112,9897,105,0.0111988801119888,0.0104989501049895,0.0097990200979902,0.0209253975000906,0.182221777822218,0.170609605706096,"2.73153352941176e-05","7.222995e-05","PWY.6895..superpathway.of.thiamin.diphosphate.biosynthesis.II"
"Pathway362",1166,8754,1248,8836,1207,8795,0.883511648835116,0.879412058794121,0.875312468753125,0.963382922488039,1,0.967894996947944,"0.000214358805882353","0.000189877176470588","PWY.6897..thiamin.salvage.II"
"Pathway363",9341,615,9387,661,9364,638,0.0660933906609339,0.0637936206379362,0.0614938506149385,0.102362434563997,0.366874652740911,0.345387683453877,"4.62152771176471e-05","6.67405235294118e-05","PWY.6901..superpathway.of.glucose.and.xylose.degradation"
"Pathway364",4223,5585,4417,5779,4320,5682,0.577842215778422,0.568143185681432,0.558444155584442,0.709303477235215,1,0.72678937356861,"5.61901852941177e-05","6.10612188235294e-05","PWY.6936..seleno.amino.acid.biosynthesis"
"Pathway365",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY.6948..sitosterol.degradation.to.androstenedione"
"Pathway366",8390,1504,8498,1612,8444,1558,0.161183881611839,0.155784421557844,0.15038496150385,0.223906498239065,0.612727379744295,0.579864235798642,"5.20026529411765e-05","6.46364482352941e-05","PWY.6969..TCA.cycle.V..2.oxoglutarate.ferredoxin.oxidoreductase."
"Pathway367",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY.6981..chitin.biosynthesis"
"Pathway368",4122,5695,4307,5880,4214.5,5787.5,0.587941205879412,0.578692130786921,0.569443055694431,0.721563777428404,1,0.738521385956642,"1.41440395882353e-05","1.13529177647059e-05","PWY.7003..glycerol.degradation.to.butanol"
"Pathway369",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY.7007..methyl.ketone.biosynthesis"
"Pathway37",9846,131,9871,156,9858.5,143.5,0.0155984401559844,0.0143485651434857,0.0130986901309869,0.0271077139390308,0.182221777822218,0.170609605706096,"7.81181005882353e-06","1.41552253529412e-05","ECASYN.PWY..enterobacterial.common.antigen.biosynthesis"
"Pathway370",8240,1566,8436,1762,8338,1664,0.176182381761824,0.166383361663834,0.156584341565843,0.231848638340586,0.660375920449913,0.610832067478184,"1.25751538235294e-05","1.54088404117647e-05","PWY.7013..L.1.2.propanediol.degradation"
"Pathway371",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY.7031..protein.N.glycosylation..bacterial."
"Pathway372",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY.7036..very.long.chain.fatty.acid.biosynthesis.II"
"Pathway373",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY.7039..phosphatidate.metabolism..as.a.signaling.molecule"
"Pathway374",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY.7049..icosapentaenoate.biosynthesis.II..metazoa."
"Pathway375",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY.7053..docosahexaenoate.biosynthesis.I..lower.eukaryotes."
"Pathway376",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY.7090..UDP.2.3.diacetamido.2.3.dideoxy..alpha..D.mannuronate.biosynthesis"
"Pathway377",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY.7094..fatty.acid.salvage"
"Pathway378",275,9694,308,9727,291.5,9710.5,0.972602739726027,0.970952904709529,0.969303069693031,0.987629567249654,1,0.989087582798943,"0.000634554647058824","0.000561491529411765","PWY.7111..pyruvate.fermentation.to.isobutanol..engineered."
"Pathway379",188,9777,225,9814,206.5,9795.5,0.981301869813019,0.979452054794521,0.977602239776022,0.987629567249654,1,0.989087582798943,"4.17583452941176e-06","9.35698176470588e-07","PWY.7115..C4.photosynthetic.carbon.assimilation.cycle..NAD.ME.type"
"Pathway38",9907,79,9923,95,9915,87,0.0094990500949905,0.0086991300869913,0.0078992100789921,0.0179405788234736,0.182221777822218,0.170609605706096,"1.63762183529412e-05","3.41307694117647e-05","ENTBACSYN.PWY..enterobactin.biosynthesis"
"Pathway380",126,9851,151,9876,138.5,9863.5,0.987501249875013,0.986251374862514,0.985001499850015,0.98869064404421,1,0.98960103989601,"6.72187928823529e-05","5.01366552941176e-06","PWY.7117..C4.photosynthetic.carbon.assimilation.cycle..PEPCK.type"
"Pathway381",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY.7118..chitin.degradation.to.ethanol"
"Pathway382",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY.7165..L.ascorbate.biosynthesis.VI..engineered.pathway."
"Pathway383",1272,8624,1378,8730,1325,8677,0.872912708729127,0.867613238676132,0.862313768623138,0.956936190438927,1,0.96309458081107,"0.000206261235294118","0.000188347352941176","PWY.7184..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.I"
"Pathway384",3322,6501,3501,6680,3411.5,6590.5,0.667933206679332,0.658984101589841,0.65003499650035,0.799125592027953,1,0.813860549428928,"0.000163999911764706","0.000158573705882353","PWY.7187..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.II"
"Pathway385",1083,8832,1170,8919,1126.5,8875.5,0.891810818918108,0.887461253874612,0.883111688831117,0.966016051456079,1,0.970773943013862,"6.25329376470588e-05","4.39433624117647e-05","PWY.7196..superpathway.of.pyrimidine.ribonucleosides.salvage"
"Pathway386",1542,8333,1669,8460,1605.5,8396.5,0.845915408459154,0.83956604339566,0.833216678332167,0.938243990726978,1,0.945393695924525,"0.000172085217647059","0.0001572396","PWY.7197..pyrimidine.deoxyribonucleotide.phosphorylation"
"Pathway387",3584,6256,3746,6418,3665,6337,0.641735826417358,0.633636636336366,0.625537446255374,0.777930559612252,1,0.791676543301381,"9.91036705882353e-06","1.11308343529412e-05","PWY.7198..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.IV"
"Pathway388",753,9175,827,9249,790,9212,0.924807519248075,0.921107889211079,0.917408259174083,0.987629567249654,1,0.989087582798943,"0.000125734519411765","0.000102025170588235","PWY.7199..pyrimidine.deoxyribonucleosides.salvage"
"Pathway389",2378,4966,5036,7624,3707,6295,0.762323767623238,0.629437056294371,0.496550344965503,0.646509683172119,1,0.790113026168109,"2.1817e-07","9.19258823529412e-08","PWY.7200..superpathway.of.pyrimidine.deoxyribonucleoside.salvage"
"Pathway39",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","ERGOSTEROL.SYN.PWY..superpathway.of.ergosterol.biosynthesis.I"
"Pathway390",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY.7204..pyridoxal.5..phosphate.salvage.II..plants."
"Pathway391",906,9019,983,9096,944.5,9057.5,0.90950904909509,0.905659434056594,0.901809819018098,0.976505177765052,1,0.980673649806737,"0.000247164058823529","0.000213343764705882","PWY.7208..superpathway.of.pyrimidine.nucleobases.salvage"
"Pathway392",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY.7209..superpathway.of.pyrimidine.ribonucleosides.degradation"
"Pathway393",3589,6252,3750,6413,3669.5,6332.5,0.641235876412359,0.633186681331867,0.625137486251375,0.777930559612252,1,0.791676543301381,"1.32961105882353e-05","1.462465e-05","PWY.7210..pyrimidine.deoxyribonucleotides.biosynthesis.from.CTP"
"Pathway394",978,8944,1058,9024,1018,8984,0.902309769023098,0.898310168983102,0.894310568943106,0.970345070756082,1,0.976420576565825,"7.70035082352941e-05","6.04219374705882e-05","PWY.7211..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis"
"Pathway395",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY.7218..photosynthetic.3.hydroxybutanoate.biosynthesis..engineered."
"Pathway396",1264,8621,1381,8738,1322.5,8679.5,0.873712628737126,0.867863213678632,0.862013798620138,0.956936190438927,1,0.96309458081107,"0.00101496623529412","0.000872620352941176","PWY.7219..adenosine.ribonucleotides.de.novo.biosynthesis"
"Pathway397",2828,7016,2986,7174,2907,7095,0.717328267173283,0.709429057094291,0.701529847015299,0.849408512873318,1,0.864213578642136,"0.000178756058823529","0.000176450288235294","PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II"
"Pathway398",1602,8283,1719,8400,1660.5,8341.5,0.83991600839916,0.834066593340666,0.828217178282172,0.937398470679248,1,0.943491335077019,"0.000685139647058823","0.000605344647058824","PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis"
"Pathway399",2828,7016,2986,7174,2907,7095,0.717328267173283,0.709429057094291,0.701529847015299,0.849408512873318,1,0.864213578642136,"0.000178756058823529","0.000176450288235294","PWY.7222..guanosine.deoxyribonucleotides.de.novo.biosynthesis.II"
"Pathway4",9341,570,9432,661,9386.5,615.5,0.0660933906609339,0.0615438456154385,0.056994300569943,0.096065865111602,0.366874652740911,0.343619804686198,"3.42269290588235e-06","2.54356636470588e-06","AEROBACTINSYN.PWY..aerobactin.biosynthesis"
"Pathway40",9288,665,9337,714,9312.5,689.5,0.0713928607139286,0.0689431056894311,0.0664933506649335,0.108992158888087,0.386531043865311,0.365876283658763,"1.20605894941176e-05","1.63659251176471e-05","FAO.PWY..fatty.acid..beta..oxidation.I"
"Pathway400",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY.7224..purine.deoxyribonucleosides.salvage"
"Pathway401",1345,8563,1439,8657,1392,8610,0.865613438656134,0.860913908609139,0.856214378562144,0.954118309582763,1,0.95935520793035,"0.000281114764705882","0.000256086647058824","PWY.7228..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.I"
"Pathway402",1370,8524,1478,8632,1424,8578,0.863113688631137,0.857714228577142,0.852314768523148,0.951751491517515,1,0.957780888577809,"0.000393635941176471","0.000372824117647059","PWY.7229..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.I"
"Pathway403",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000239261788106904,1,0.655322242836841,"0","0","PWY.7234..inosine.5..phosphate.biosynthesis.III"
