"Species","Increasing.Rank.Min","Decreasing.Rank.Min","Increasing.Rank.Max","Decreasing.Rank.Max","Increasing.Rank.Average","Decreasing.Rank.Average","Decre.maxRank.P","Decre.aveRank.P","Decre.minRank.P","Decre.minRank.P.FDR","Decre.maxRank.P.FDR","Decre.aveRank.P.FDR","Ctlmean","Dismean","Origin"
"Pathway344",5287,4566,5436,4715,5361.5,4640.5,0.471452854714529,0.464003599640036,0.456554344565543,0.797111168361991,1,0.864861900906684,"6.73141454545454e-07","7.81294659090909e-07","PWY.6690..cinnamate.and.3.hydroxycinnamate.degradation.to.2.oxopent.4.enoate"
"Pathway345",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000454191868948698,1,0.864861900906684,"0","0","PWY.6692..Fe.II..oxidation"
"Pathway346",5804,4138,5864,4198,5834,4168,0.41975802419758,0.416758324167583,0.413758624137586,0.737148876474479,1,0.864861900906684,"0.000388792795454545","0.000394639295454545","PWY.6700..queuosine.biosynthesis"
"Pathway347",6224,3739,6263,3778,6243.5,3758.5,0.377762223777622,0.375812418758124,0.373862613738626,0.683926146634483,1,0.864861900906684,"0.000281426022727273","0.000289044909090909","PWY.6703..preQ0.biosynthesis"
"Pathway348",1762,8168,1834,8240,1798,8204,0.823917608239176,0.82031796820318,0.816718328167183,1,1,1,"1.59277272727273e-06","1.33420454545455e-06","PWY.6708..ubiquinol.8.biosynthesis..prokaryotic."
"Pathway349",5244,4501,5501,4758,5372.5,4629.5,0.475752424757524,0.462903709629037,0.45005499450055,0.790916318204245,1,0.864861900906684,"3.57159090909091e-07","5.64725e-07","PWY.6731..starch.degradation.III"
"Pathway35",4982,1,10001,5020,7491.5,2510.5,0.501949805019498,0.251024897510249,9.99900009999e-05,0.000454191868948698,1,0.750030491456349,"0","5.59979545454546e-08","DHGLUCONATE.PYR.CAT.PWY..glucose.degradation..oxidative."
"Pathway350",16,9986,16,9986,16,9986,0.998500149985001,0.998500149985001,0.998500149985001,1,1,1,"0.000772791818181818","0.000642357727272727","PWY.6737..starch.degradation.V"
"Pathway351",4985,1,10001,5017,7493,2509,0.501649835016498,0.250874912508749,9.99900009999e-05,0.000454191868948698,1,0.750030491456349,"0","5.34090909090909e-07","PWY.6749..CMP.legionaminate.biosynthesis.I"
"Pathway352",1718,6618,3384,8284,2551,7451,0.828317168283172,0.745025497450255,0.661733826617338,1,1,1,"3.24772727272727e-08","9.93181818181818e-09","PWY.6785..hydrogen.production.VIII"
"Pathway353",799,9165,837,9203,818,9184,0.92020797920208,0.918308169183082,0.916408359164084,1,1,1,"1.96506818181818e-06","1.72070454545455e-06","PWY.6803..phosphatidylcholine.acyl.editing"
"Pathway354",4867,4944,5058,5135,4962.5,5039.5,0.513448655134487,0.503899610038996,0.494350564943506,0.826250708262507,1,0.868457205726373,"9.26613636363636e-07","5.777e-07","PWY.6823..molybdenum.cofactor.biosynthesis"
"Pathway355",4935,1,10001,5067,7468,2534,0.506649335066493,0.253374662533747,9.99900009999e-05,0.000454191868948698,1,0.750030491456349,"0","2.40315909090909e-09","PWY.6829..tRNA.methylation..yeast."
"Pathway356",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000454191868948698,1,0.864861900906684,"0","0","PWY.6837..fatty.acid.beta.oxidation.V..unsaturated..odd.number..di.isomerase.dependent."
"Pathway357",1890,8044,1958,8112,1924,8078,0.811118888111189,0.807719228077192,0.804319568043196,1,1,1,"2.53793181818182e-06","2.02718181818182e-06","PWY.6859..all.trans.farnesol.biosynthesis"
"Pathway358",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000454191868948698,1,0.864861900906684,"0","0","PWY.6876..isopropanol.biosynthesis"
"Pathway359",9583,403,9599,419,9591,411,0.0418958104189581,0.0410958904109589,0.0402959704029597,0.108535880080334,0.284116166696583,0.268626795857,"6.70106159090909e-06","1.10127622727273e-05","PWY.6891..thiazole.biosynthesis.II..Bacillus."
"Pathway36",3527,6428,3574,6475,3550.5,6451.5,0.647435256474353,0.645085491450855,0.642735726427357,1,1,1,"0.000466850818181818","0.000446686818181818","DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I"
"Pathway360",9922,76,9926,80,9924,78,0.007999200079992,0.0077992200779922,0.0075992400759924,0.0259439024250441,0.10986901309869,0.104509549045096,"1.84547568181818e-05","2.90381284090909e-05","PWY.6892..thiazole.biosynthesis.I..E..coli."
"Pathway361",9577,409,9593,425,9585,417,0.0424957504249575,0.0416958304169583,0.0408959104089591,0.10960103989601,0.284116166696583,0.26926463980108,"2.477e-05","3.90235265909091e-05","PWY.6895..superpathway.of.thiamin.diphosphate.biosynthesis.II"
"Pathway362",4808,5150,4852,5194,4830,5172,0.519348065193481,0.517148285171483,0.514948505149485,0.841501215732085,1,0.885595785469376,"0.000273024568181818","0.000268337772727273","PWY.6897..thiamin.salvage.II"
"Pathway363",9898,98,9904,104,9901,101,0.0103989601039896,0.0100989901009899,0.0097990200979902,0.032222544616704,0.126678241266782,0.117675189002839,"5.24658227272727e-05","8.16264659090909e-05","PWY.6901..superpathway.of.glucose.and.xylose.degradation"
"Pathway364",9224,765,9237,778,9230.5,771.5,0.0777922207779222,0.0771422857714229,0.0764923507649235,0.17748874463203,0.379060275790603,0.356450561840368,"0.000114938409090909","0.000145990093181818","PWY.6936..seleno.amino.acid.biosynthesis"
"Pathway365",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000454191868948698,1,0.864861900906684,"0","0","PWY.6948..sitosterol.degradation.to.androstenedione"
"Pathway366",9985,15,9987,17,9986,16,0.0016998300169983,0.0015998400159984,0.0014998500149985,0.00586802633605253,0.0414140404141404,0.0414140404141404,"5.9046e-05","0.000113979661363636","PWY.6969..TCA.cycle.V..2.oxoglutarate.ferredoxin.oxidoreductase."
"Pathway367",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000454191868948698,1,0.864861900906684,"0","0","PWY.6981..chitin.biosynthesis"
"Pathway368",9163,826,9176,839,9169.5,832.5,0.0838916108389161,0.0832416758324168,0.0825917408259174,0.189184500353383,0.38763709835913,0.374937296186348,"1.86114379545455e-05","2.24785036363636e-05","PWY.7003..glycerol.degradation.to.butanol"
"Pathway369",9866,127,9875,136,9870.5,131.5,0.0135986401359864,0.0131486851314869,0.0126987301269873,0.0405149961194357,0.145777422257774,0.138190102558372,"2.75087704545455e-06","3.73184384090909e-06","PWY.7007..methyl.ketone.biosynthesis"
"Pathway37",3641,6069,3933,6361,3787,6215,0.636036396360364,0.621437856214379,0.606839316068393,0.965180633271984,1,1,"9.14295454545454e-07","8.32704545454545e-07","ECASYN.PWY..enterobacterial.common.antigen.biosynthesis"
"Pathway370",5730,4140,5862,4272,5796,4206,0.427157284271573,0.420557944205579,0.413958604139586,0.737148876474479,1,0.864861900906684,"1.46161363636364e-06","1.21568863636364e-06","PWY.7013..L.1.2.propanediol.degradation"
"Pathway371",4985,1,10001,5017,7493,2509,0.501649835016498,0.250874912508749,9.99900009999e-05,0.000454191868948698,1,0.750030491456349,"0","1.61818181818182e-07","PWY.7031..protein.N.glycosylation..bacterial."
"Pathway372",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000454191868948698,1,0.864861900906684,"0","0","PWY.7036..very.long.chain.fatty.acid.biosynthesis.II"
"Pathway373",8995,487,9515,1007,9255,747,0.100689931006899,0.0746925307469253,0.0486951304869513,0.127944068338264,0.442375434587689,0.349996304717354,"1.40484772727273e-08","7.34170538636364e-07","PWY.7039..phosphatidate.metabolism..as.a.signaling.molecule"
"Pathway374",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000454191868948698,1,0.864861900906684,"0","0","PWY.7049..icosapentaenoate.biosynthesis.II..metazoa."
"Pathway375",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000454191868948698,1,0.864861900906684,"0","0","PWY.7053..docosahexaenoate.biosynthesis.I..lower.eukaryotes."
"Pathway376",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000454191868948698,1,0.864861900906684,"0","0","PWY.7090..UDP.2.3.diacetamido.2.3.dideoxy..alpha..D.mannuronate.biosynthesis"
"Pathway377",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000454191868948698,1,0.864861900906684,"0","0","PWY.7094..fatty.acid.salvage"
"Pathway378",25,9977,25,9977,25,9977,0.997600239976002,0.997600239976002,0.997600239976002,1,1,1,"0.000736477295454545","0.000622666568181818","PWY.7111..pyruvate.fermentation.to.isobutanol..engineered."
"Pathway379",1827,8114,1888,8175,1857.5,8144.5,0.817418258174183,0.814368563143686,0.811318868113189,1,1,1,"3.76009090909091e-06","2.76329545454545e-06","PWY.7115..C4.photosynthetic.carbon.assimilation.cycle..NAD.ME.type"
"Pathway38",1642,8255,1747,8360,1694.5,8307.5,0.835916408359164,0.830666933306669,0.825417458254175,1,1,1,"5.47818181818182e-06","5.57147727272727e-06","ENTBACSYN.PWY..enterobactin.biosynthesis"
"Pathway380",5347,4607,5395,4655,5371,4631,0.465453454654535,0.463053694630537,0.460653934606539,0.801657496588004,1,0.864861900906684,"6.37295454545455e-06","6.07684090909091e-06","PWY.7117..C4.photosynthetic.carbon.assimilation.cycle..PEPCK.type"
"Pathway381",1,4988,5014,10001,2507.5,7494.5,1,0.749375062493751,0.498750124987501,0.826250708262507,1,1,"8.09090909090909e-08","0","PWY.7118..chitin.degradation.to.ethanol"
"Pathway382",4982,1,10001,5020,7491.5,2510.5,0.501949805019498,0.251024897510249,9.99900009999e-05,0.000454191868948698,1,0.750030491456349,"0","9.71665909090909e-08","PWY.7165..L.ascorbate.biosynthesis.VI..engineered.pathway."
"Pathway383",9375,612,9390,627,9382.5,619.5,0.0626937306269373,0.0619438056194381,0.0611938806119388,0.148415927638005,0.329449408000376,0.31322528124546,"0.000146526545454545","0.000167485954545455","PWY.7184..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.I"
"Pathway384",9975,24,9978,27,9976.5,25.5,0.0026997300269973,0.00254974502549745,0.0023997600239976,0.0089324400893244,0.0516805462310912,0.0506171605061716,"0.000145894795454545","0.000174191954545455","PWY.7187..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.II"
"Pathway385",9734,259,9743,268,9738.5,263.5,0.0267973202679732,0.0263473652634737,0.0258974102589741,0.076690673474089,0.220974825594364,0.213972542139725,"0.000122613636363636","0.000154227113636364","PWY.7196..superpathway.of.pyrimidine.ribonucleosides.salvage"
"Pathway386",9658,334,9668,344,9663,339,0.0343965603439656,0.0338966103389661,0.0333966603339666,0.0970497544840111,0.271125828593611,0.262885103894674,"0.000111647181818182","0.000136192890909091","PWY.7197..pyrimidine.deoxyribonucleotide.phosphorylation"
"Pathway387",1200,8763,1239,8802,1219.5,8782.5,0.88011198880112,0.878162183781622,0.876212378762124,1,1,1,"1.00304772727273e-05","8.30778863636364e-06","PWY.7198..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.IV"
"Pathway388",9244,744,9258,758,9251,751,0.0757924207579242,0.0750924907509249,0.0743925607439256,0.173833051477461,0.375162483751625,0.349996304717354,"0.000139987431818182","0.000160164636363636","PWY.7199..pyrimidine.deoxyribonucleosides.salvage"
"Pathway389",9819,1,10001,183,9910,92,0.0182981701829817,0.0091990800919908,9.99900009999e-05,0.000454191868948698,0.174887774380457,0.113279581132796,"0","8.33951977272727e-07","PWY.7200..superpathway.of.pyrimidine.deoxyribonucleoside.salvage"
"Pathway39",4935,1,10001,5067,7468,2534,0.506649335066493,0.253374662533747,9.99900009999e-05,0.000454191868948698,1,0.750030491456349,"0","2.41727272727273e-09","ERGOSTEROL.SYN.PWY..superpathway.of.ergosterol.biosynthesis.I"
"Pathway390",763,9203,799,9239,781,9221,0.923807619238076,0.922007799220078,0.92020797920208,1,1,1,"3.718e-06","5.94313636363636e-06","PWY.7204..pyridoxal.5..phosphate.salvage.II..plants."
"Pathway391",9911,88,9914,91,9912.5,89.5,0.0090990900909909,0.00894910508949105,0.0087991200879912,0.0294770522947705,0.11895395826271,0.113279581132796,"0.000188893568181818","0.000239176045454545","PWY.7208..superpathway.of.pyrimidine.nucleobases.salvage"
"Pathway392",301,9697,305,9701,303,9699,0.97000299970003,0.96980301969803,0.96960303969603,1,1,1,"8.92525e-06","4.59813636363636e-06","PWY.7209..superpathway.of.pyrimidine.ribonucleosides.degradation"
"Pathway393",958,9015,987,9044,972.5,9029.5,0.904309569043096,0.902859714028597,0.901409859014099,1,1,1,"1.29179318181818e-05","9.96556818181818e-06","PWY.7210..pyrimidine.deoxyribonucleotides.biosynthesis.from.CTP"
"Pathway394",9611,381,9621,391,9616,386,0.0390960903909609,0.0385961403859614,0.0380961903809619,0.104728302679936,0.275730321704672,0.262885103894674,"0.000114225295454545","0.000135902204545455","PWY.7211..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis"
"Pathway395",4998,2232,7770,5004,6384,3618,0.5003499650035,0.361763823617638,0.223177682231777,0.45832658113499,1,0.864861900906684,"2.03913181818182e-08","3.22404545454545e-08","PWY.7218..photosynthetic.3.hydroxybutanoate.biosynthesis..engineered."
"Pathway396",34,9964,38,9968,36,9966,0.996700329967003,0.996500349965003,0.996300369963004,1,1,1,"0.000964643181818182","0.000853435159090909","PWY.7219..adenosine.ribonucleotides.de.novo.biosynthesis"
"Pathway397",9742,254,9748,260,9745,257,0.025997400259974,0.0256974302569743,0.0253974602539746,0.0756279927562799,0.217728227177282,0.211904963349819,"0.000131127977272727","0.000154685772727273","PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II"
"Pathway398",131,9868,134,9871,132.5,9869.5,0.987001299870013,0.986851314868513,0.986701329867013,1,1,1,"0.000650695931818182","0.000593715795454545","PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis"
"Pathway399",9742,254,9748,260,9745,257,0.025997400259974,0.0256974302569743,0.0253974602539746,0.0756279927562799,0.217728227177282,0.211904963349819,"0.000131127977272727","0.000154685772727273","PWY.7222..guanosine.deoxyribonucleotides.de.novo.biosynthesis.II"
"Pathway4",6718,2998,7004,3284,6861,3141,0.328367163283672,0.314068593140686,0.2997700229977,0.583909724969532,1,0.864861900906684,"3.03772727272727e-07","8.59636363636364e-07","AEROBACTINSYN.PWY..aerobactin.biosynthesis"
"Pathway40",50,9952,50,9952,50,9952,0.995100489951005,0.995100489951005,0.995100489951005,1,1,1,"8.48402272727273e-06","3.77184090909091e-06","FAO.PWY..fatty.acid..beta..oxidation.I"
"Pathway400",4982,1,10001,5020,7491.5,2510.5,0.501949805019498,0.251024897510249,9.99900009999e-05,0.000454191868948698,1,0.750030491456349,"0","5.47261363636364e-08","PWY.7224..purine.deoxyribonucleosides.salvage"
"Pathway401",9479,514,9488,523,9483.5,518.5,0.0522947705229477,0.0518448155184482,0.0513948605139486,0.131179263026078,0.307586632641084,0.296480990198852,"0.000199894909090909","0.000229090568181818","PWY.7228..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.I"
"Pathway402",9354,634,9368,648,9361,641,0.0647935206479352,0.0640935906409359,0.0633936606339366,0.153058568017072,0.335481836431741,0.321066958724688,"0.000322496636363636","0.000350602772727273","PWY.7229..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.I"
"Pathway403",11,9991,11,9991,11,9991,0.999000099990001,0.999000099990001,0.999000099990001,1,1,1,"0.00010280775","4.55417727272727e-05","PWY.7234..inosine.5..phosphate.biosynthesis.III"
