"Species","Increasing.Rank.Min","Decreasing.Rank.Min","Increasing.Rank.Max","Decreasing.Rank.Max","Increasing.Rank.Average","Decreasing.Rank.Average","Decre.maxRank.P","Decre.aveRank.P","Decre.minRank.P","Decre.minRank.P.FDR","Decre.maxRank.P.FDR","Decre.aveRank.P.FDR","Ctlmean","Dismean","Origin"
"Pathway278",8278,1687,8315,1724,8296.5,1705.5,0.172382761723828,0.170532946705329,0.168683131686831,0.289788969820967,1,0.647407722995816,"0.000228394083783784","0.000238017702702703","PWY.6125..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.II"
"Pathway279",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.6126..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.II"
"Pathway28",2017,7940,2062,7985,2039.5,7962.5,0.798420157984202,0.796170382961704,0.793920607939206,0.870227905634794,1,0.872693916702399,"0.000266976621621622","0.000250125802702703","COBALSYN.PWY..adenosylcobalamin.salvage.from.cobinamide.I"
"Pathway280",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.6138..CMP.N.acetylneuraminate.biosynthesis.I..eukaryotes."
"Pathway281",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.6143..CMP.pseudaminate.biosynthesis"
"Pathway282",1,5109,4893,10001,2447,7555,1,0.755424457554245,0.510848915108489,0.638263446382635,1,0.845318390916649,"3.35551351351351e-09","0","PWY.6145..superpathway.of.sialic.acids.and.CMP.sialic.acids.biosynthesis"
"Pathway283",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.6147..6.hydroxymethyl.dihydropterin.diphosphate.biosynthesis.I"
"Pathway284",3231,6718,3284,6771,3257.5,6744.5,0.677032296770323,0.674382561743826,0.671732826717328,0.772636899400189,1,0.797944929568853,"0.000453092216216216","0.000438995135135135","PWY.6151..S.adenosyl.L.methionine.cycle.I"
"Pathway285",5254,4691,5311,4748,5282.5,4719.5,0.474752524747525,0.471902809719028,0.469053094690531,0.613201118912499,1,0.647407722995816,"0.000501249243243243","0.000490878810810811","PWY.6163..chorismate.biosynthesis.from.3.dehydroquinate"
"Pathway286",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.6165..chorismate.biosynthesis.II..archaea."
"Pathway287",5931,3857,6145,4071,6038,3964,0.407059294070593,0.396360363963604,0.385661433856614,0.535529866702449,1,0.647407722995816,"3.22454164864865e-06","3.23627451351351e-06","PWY.6167..flavin.biosynthesis.II..archaea."
"Pathway288",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.6168..flavin.biosynthesis.III..fungi."
"Pathway289",6906,2961,7041,3096,6973.5,3028.5,0.30956904309569,0.302819718028197,0.296070392960704,0.448287374652365,1,0.647407722995816,"5.20309621621622e-07","1.12649651351351e-06","PWY.6174..mevalonate.pathway.II..archaea."
"Pathway29",2040,7909,2093,7962,2066.5,7935.5,0.796120387961204,0.793470652934707,0.790820917908209,0.868606581964754,1,0.871516946665989,"8.12230264864865e-05","7.22117075675676e-05","COLANSYN.PWY..colanic.acid.building.blocks.biosynthesis"
"Pathway290",7189,2397,7605,2813,7397,2605,0.281271872812719,0.26047395260474,0.23967603239676,0.378630372256892,1,0.647407722995816,"3.05496540540541e-07","7.54857135135135e-07","PWY.6182..superpathway.of.salicylate.degradation"
"Pathway291",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.6185..4.methylcatechol.degradation..ortho.cleavage."
"Pathway292",5892,4062,5940,4110,5916,4086,0.410958904109589,0.408559144085591,0.406159384061594,0.556781150529448,1,0.647407722995816,"0.000173932640540541","0.000170790524324324","PWY.621..sucrose.degradation.III..sucrose.invertase."
"Pathway293",8275,1082,8920,1727,8597.5,1404.5,0.172682731726827,0.14043595640436,0.108189181081892,0.208444869798734,1,0.647407722995816,"8.64981621621622e-08","3.81902054054054e-07","PWY.6215..4.chlorobenzoate.degradation"
"Pathway294",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.622..starch.biosynthesis"
"Pathway295",9247,737,9265,755,9256,746,0.0754924507549245,0.0745925407459254,0.0736926307369263,0.153693580058337,1,0.647407722995816,"4.73572991891892e-06","8.54474886486487e-06","PWY.6263..superpathway.of.menaquinol.8.biosynthesis.II"
"Pathway296",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.6269..adenosylcobalamin.salvage.from.cobinamide.II"
"Pathway297",8263,1703,8299,1739,8281,1721,0.173882611738826,0.172082791720828,0.17028297170283,0.291602788602929,1,0.647407722995816,"0.000127313894594595","0.000136228148648649","PWY.6270..isoprene.biosynthesis.I"
"Pathway298",6628,3314,6688,3374,6658,3344,0.337366263373663,0.334366563343666,0.331366863313669,0.486609969140072,1,0.647407722995816,"0.00054505727027027","0.000536695027027027","PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis"
"Pathway299",218,9772,230,9784,224,9778,0.978302169783022,0.977702229777022,0.977102289771023,0.980701929807019,1,0.981051894810519,"0.000225350933513514","0.000177995162162162","PWY.6282..palmitoleate.biosynthesis.I..from..5Z..dodec.5.enoate."
"Pathway3",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","X7ALPHADEHYDROX.PWY..cholate.degradation..bacteria..anaerobic."
"Pathway30",5073,4859,5143,4929,5108,4894,0.492850714928507,0.489351064893511,0.485851414858514,0.628022505806291,1,0.647407722995816,"0.000486213864864865","0.000468609405405405","COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis"
"Pathway300",1788,8166,1836,8214,1812,8190,0.821317868213179,0.818918108189181,0.816518348165183,0.885938936470725,1,0.887985395008886,"0.000112006559459459","9.82570383783784e-05","PWY.6284..superpathway.of.unsaturated.fatty.acids.biosynthesis..E..coli."
"Pathway301",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.6285..superpathway.of.fatty.acids.biosynthesis..E..coli."
"Pathway302",8965,1014,8988,1037,8976.5,1025.5,0.103689631036896,0.102539746025397,0.101389861013899,0.196902048925542,1,0.647407722995816,"0.000101224251351351","0.000107749797297297","PWY.6305..putrescine.biosynthesis.IV"
"Pathway303",1,4945,5057,10001,2529,7473,1,0.747225277472253,0.494450554944506,0.628022505806291,1,0.845318390916649,"5.18424324324324e-09","0","PWY.6307..L.tryptophan.degradation.X..mammalian..via.tryptamine."
"Pathway304",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.6309..L.tryptophan.degradation.XI..mammalian..via.kynurenine."
"Pathway305",1,4945,5057,10001,2529,7473,1,0.747225277472253,0.494450554944506,0.628022505806291,1,0.845318390916649,"6.85016216216216e-09","0","PWY.6313..serotonin.degradation"
"Pathway306",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.6317..galactose.degradation.I..Leloir.pathway."
"Pathway307",9325,647,9355,677,9340,662,0.0676932306769323,0.0661933806619338,0.0646935306469353,0.1370582309358,1,0.647407722995816,"3.17989551351351e-06","7.98057083783784e-06","PWY.6318..L.phenylalanine.degradation.IV..mammalian..via.side.chain."
"Pathway308",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.6344..L.ornithine.degradation.II..Stickland.reaction."
"Pathway309",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.6351..D.myo.inositol..1.4.5..trisphosphate.biosynthesis"
"Pathway31",4646,5292,4710,5356,4678,5324,0.535546445355464,0.532346765323468,0.529147085291471,0.655018100961266,1,0.680997294065343,"1.70628734864865e-05","1.68038853513514e-05","CRNFORCAT.PWY..creatinine.degradation.I"
"Pathway310",8065,1903,8099,1937,8082,1920,0.193680631936806,0.191980801919808,0.19028097190281,0.31478580537008,1,0.647407722995816,"0.000137876467567568","0.000151523716216216","PWY.6353..purine.nucleotides.degradation.II..aerobic."
"Pathway311",4200,5746,4256,5802,4228,5774,0.58014198580142,0.577342265773423,0.574542545745425,0.703093161003534,1,0.726421254588156,"0.000525264459459459","0.000510986513513514","PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria."
"Pathway312",4326,5613,4389,5676,4357.5,5644.5,0.567543245675432,0.564393560643936,0.561243875612439,0.689969535156576,1,0.714700294676415,"0.000546866513513514","0.000524916405405405","PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing."
"Pathway313",5477,4461,5541,4525,5509,4493,0.452454754524548,0.449255074492551,0.446055394460554,0.599212259225205,1,0.647407722995816,"0.000549565162162162","0.000532048243243243","PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing."
"Pathway314",2691,7260,2742,7311,2716.5,7285.5,0.731026897310269,0.728477152284772,0.725927407259274,0.819151769033623,1,0.845318390916649,"2.99894272972973e-06","2.88580178378378e-06","PWY.6396..superpathway.of.2.3.butanediol.biosynthesis"
"Pathway315",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.6415..L.ascorbate.biosynthesis.V"
"Pathway316",8314,1655,8347,1688,8330.5,1671.5,0.168783121687831,0.167133286671333,0.165483451654835,0.286126226087069,1,0.647407722995816,"6.44664472972973e-06","9.44839540540541e-06","PWY.6435..4.hydroxybenzoate.biosynthesis.V"
"Pathway317",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.6467..Kdo.transfer.to.lipid.IVA.III..Chlamydia."
"Pathway318",3870,6059,3943,6132,3906.5,6095.5,0.613138686131387,0.60948905109489,0.605839416058394,0.729730173050111,1,0.756217896728846,"1.01888122972973e-05","1.29463281351351e-05","PWY.6470..peptidoglycan.biosynthesis.V...beta..lactam.resistance."
"Pathway319",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.6471..peptidoglycan.biosynthesis.IV..Enterococcus.faecium."
"Pathway32",2116,7843,2159,7886,2137.5,7864.5,0.788521147885211,0.786371362863714,0.784221577842216,0.86490281013051,1,0.867273766450516,"8.83997459459459e-05","6.98112324324324e-05","DAPLYSINESYN.PWY..L.lysine.biosynthesis.I"
"Pathway320",3598,6343,3659,6404,3628.5,6373.5,0.64033596640336,0.637286271372863,0.634236576342366,0.752103550706876,1,0.774097759524273,"0.000204004756756757","0.000187776897297297","PWY.6507..4.deoxy.L.threo.hex.4.enopyranuronate.degradation"
"Pathway321",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.6518..glycocholate.metabolism..bacteria."
"Pathway322",611,9379,623,9391,617,9385,0.939006099390061,0.938406159384062,0.937806219378062,0.961116890223024,1,0.961731742695711,"0.000191690001891892","0.000163556362162162","PWY.6519..8.amino.7.oxononanoate.biosynthesis.I"
"Pathway323",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.6524..lychnose.and.isolychnose.biosynthesis"
"Pathway324",494,9498,504,9508,499,9503,0.950704929507049,0.95020497950205,0.94970502949705,0.969603611067465,1,0.970114036215426,"0.000249164259459459","0.000219642978378378","PWY.6527..stachyose.degradation"
"Pathway325",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.6531..mannitol.cycle"
"Pathway326",7951,2004,7998,2051,7974.5,2027.5,0.205079492050795,0.202729727027297,0.2003799620038,0.328451558513873,1,0.647407722995816,"0.000138948181081081","0.000144249991891892","PWY.6545..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.III"
"Pathway327",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.6549..L.glutamine.biosynthesis.III"
"Pathway328",6108,3610,6392,3894,6250,3752,0.389361063893611,0.375162483751625,0.360963903609639,0.506483383075305,1,0.647407722995816,"1.40541872972973e-07","4.09657648648649e-07","PWY.6562..norspermidine.biosynthesis"
"Pathway329",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.6588..pyruvate.fermentation.to.acetone"
"Pathway33",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","DENITRIFICATION.PWY..nitrate.reduction.I..denitrification."
"Pathway330",8752,1224,8778,1250,8765,1237,0.124987501249875,0.123687631236876,0.122387761223878,0.229370069986008,1,0.647407722995816,"4.59044048648649e-05","5.32448567567568e-05","PWY.6590..superpathway.of.Clostridium.acetobutylicum.acidogenic.fermentation"
"Pathway331",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.6595..superpathway.of.guanosine.nucleotides.degradation..plants."
"Pathway332",9470,509,9493,532,9481.5,520.5,0.0531946805319468,0.052044795520448,0.0508949105089491,0.112241234892904,1,0.647407722995816,"3.02173294594595e-06","6.24285272972973e-06","PWY.6596..adenosine.nucleotides.degradation.I"
"Pathway333",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.6598..sciadonate.biosynthesis"
"Pathway334",9053,926,9076,949,9064.5,937.5,0.0948905109489051,0.0937406259374063,0.0925907409259074,0.182458224765759,1,0.647407722995816,"7.82455027027027e-05","8.83454108108108e-05","PWY.6606..guanosine.nucleotides.degradation.II"
"Pathway335",3650,6277,3725,6352,3687.5,6314.5,0.635136486351365,0.631386861313869,0.627637236276372,0.745928067947086,1,0.76914399469144,"0.000198499189189189","0.00019346007027027","PWY.6608..guanosine.nucleotides.degradation.III"
"Pathway336",7480,2483,7519,2522,7499.5,2502.5,0.252174782521748,0.25022497750225,0.248275172482752,0.38684736177545,1,0.647407722995816,"0.000506690027027027","0.000515462837837838","PWY.6609..adenine.and.adenosine.salvage.III"
"Pathway337",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.6612..superpathway.of.tetrahydrofolate.biosynthesis"
"Pathway338",1712,8252,1750,8290,1731,8271,0.828917108289171,0.827017298270173,0.825117488251175,0.888078260447048,1,0.891914027913104,"0.000198984997297297","0.000186365813513514","PWY.6628..superpathway.of.L.phenylalanine.biosynthesis"
"Pathway339",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.6629..superpathway.of.L.tryptophan.biosynthesis"
"Pathway34",8226,1740,8262,1776,8244,1758,0.177582241775822,0.175782421757824,0.173982601739826,0.295109729533376,1,0.647407722995816,"0.000196601945945946","0.000205126135135135","DENOVOPURINE2.PWY..superpathway.of.purine.nucleotides.de.novo.biosynthesis.II"
"Pathway340",8662,1311,8691,1340,8676.5,1325.5,0.133986601339866,0.132536746325367,0.131086891310869,0.239804005947528,1,0.647407722995816,"2.05333285945946e-05","2.70918191081081e-05","PWY.6630..superpathway.of.L.tyrosine.biosynthesis"
"Pathway341",1,5019,4983,10001,2492,7510,1,0.750924907509249,0.501849815018498,0.631839392173195,1,0.845318390916649,"5.3002972972973e-09","0","PWY.6641..superpathway.of.sulfolactate.degradation"
"Pathway342",3472,3414,6588,6530,5030,4972,0.652934706529347,0.497150284971503,0.341365863413659,0.493764100678881,1,0.647407722995816,"9.21556756756757e-09","8.38988918918919e-09","PWY.6660..2.heptyl.3.hydroxy.4.1H..quinolone.biosynthesis"
"Pathway343",2334,4942,5060,7668,3697,6305,0.766723327667233,0.63043695630437,0.494150584941506,0.628022505806291,1,0.76914399469144,"8.43421621621622e-09","6.22354054054054e-09","PWY.6662..superpathway.of.quinolone.and.alkylquinolone.biosynthesis"
"Pathway344",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.6690..cinnamate.and.3.hydroxycinnamate.degradation.to.2.oxopent.4.enoate"
"Pathway345",1085,8217,1785,8917,1435,8567,0.891610838916108,0.856614338566143,0.821617838216178,0.88609086777439,1,0.909198585091986,"1.72370189189189e-07","3.69123513513513e-08","PWY.6692..Fe.II..oxidation"
"Pathway346",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.6700..queuosine.biosynthesis"
"Pathway347",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.6703..preQ0.biosynthesis"
"Pathway348",8706,1246,8756,1296,8731,1271,0.12958704129587,0.127087291270873,0.124587541245875,0.232057349820574,1,0.647407722995816,"5.4922872972973e-06","6.03694108108108e-06","PWY.6708..ubiquinol.8.biosynthesis..prokaryotic."
"Pathway349",9279,695,9307,723,9293,709,0.0722927707229277,0.0708929107089291,0.0694930506949305,0.14607166734307,1,0.647407722995816,"1.9818942972973e-06","3.86744578378378e-06","PWY.6731..starch.degradation.III"
"Pathway35",6578,3085,6917,3424,6747.5,3254.5,0.342365763423658,0.325417458254175,0.308469153084692,0.46184208394803,1,0.647407722995816,"4.87732783783784e-07","1.23651254324324e-06","DHGLUCONATE.PYR.CAT.PWY..glucose.degradation..oxidative."
"Pathway350",1285,8691,1311,8717,1298,8704,0.871612838716128,0.87031296870313,0.869013098690131,0.917122460982248,1,0.921045568027024,"0.000563040486486487","0.000527143054054054","PWY.6737..starch.degradation.V"
"Pathway351",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.6749..CMP.legionaminate.biosynthesis.I"
"Pathway352",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.6785..hydrogen.production.VIII"
"Pathway353",9035,932,9070,967,9052.5,949.5,0.0966903309669033,0.0949405059494051,0.0931906809319068,0.1829677838077,1,0.647407722995816,"7.41575505405405e-06","1.01085056756757e-05","PWY.6803..phosphatidylcholine.acyl.editing"
"Pathway354",9662,322,9680,340,9671,331,0.033996600339966,0.0330966903309669,0.0321967803219678,0.0740664131011791,1,0.647407722995816,"1.56503667567568e-06","2.99855570810811e-06","PWY.6823..molybdenum.cofactor.biosynthesis"
"Pathway355",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.6829..tRNA.methylation..yeast."
"Pathway356",7744,2189,7813,2258,7778.5,2223.5,0.225777422257774,0.222327767223278,0.218878112188781,0.352308312712272,1,0.647407722995816,"4.80269245945946e-07","8.68843808108108e-07","PWY.6837..fatty.acid.beta.oxidation.V..unsaturated..odd.number..di.isomerase.dependent."
"Pathway357",3828,6112,3890,6174,3859,6143,0.617338266173383,0.614238576142386,0.611138886111389,0.734462876582297,1,0.760350754762861,"3.59027954054054e-05","3.36413789189189e-05","PWY.6859..all.trans.farnesol.biosynthesis"
"Pathway358",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.6876..isopropanol.biosynthesis"
"Pathway359",7974,1975,8027,2028,8000.5,2001.5,0.202779722027797,0.2001299870013,0.197480251974803,0.324691457234645,1,0.647407722995816,"1.42171868918919e-05","1.64390891621622e-05","PWY.6891..thiazole.biosynthesis.II..Bacillus."
"Pathway36",9090,885,9117,912,9103.5,898.5,0.0911908809119088,0.0898410158984102,0.0884911508849115,0.176324374997444,1,0.647407722995816,"0.000533644243243243","0.000546228162162162","DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I"
"Pathway360",2804,7141,2861,7198,2832.5,7169.5,0.71972802719728,0.716878312168783,0.714028597140286,0.809131771812248,1,0.835319076787973,"7.58336594594595e-05","7.09338372972973e-05","PWY.6892..thiazole.biosynthesis.I..E..coli."
"Pathway361",7582,2370,7632,2420,7607,2395,0.241975802419758,0.239476052394761,0.236976302369763,0.375796739852642,1,0.647407722995816,"4.08825628918919e-05","5.23335602702703e-05","PWY.6895..superpathway.of.thiamin.diphosphate.biosynthesis.II"
"Pathway362",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.6897..thiamin.salvage.II"
"Pathway363",8298,1665,8337,1704,8317.5,1684.5,0.17038296170383,0.168433156684332,0.166483351664834,0.286929506406273,1,0.647407722995816,"0.000117045908108108","0.000125302662162162","PWY.6901..superpathway.of.glucose.and.xylose.degradation"
"Pathway364",7225,2733,7269,2777,7247,2755,0.277672232776722,0.275472452754725,0.273272672732727,0.418497578813547,1,0.647407722995816,"0.000190223056756757","0.000201785483783784","PWY.6936..seleno.amino.acid.biosynthesis"
"Pathway365",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.6948..sitosterol.degradation.to.androstenedione"
"Pathway366",2345,7597,2405,7657,2375,7627,0.765623437656234,0.762623737626237,0.75962403759624,0.84648333503448,1,0.849826036107408,"0.000157415969702703","0.000148620021621622","PWY.6969..TCA.cycle.V..2.oxoglutarate.ferredoxin.oxidoreductase."
"Pathway367",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.6981..chitin.biosynthesis"
"Pathway368",6364,3577,6425,3638,6394.5,3607.5,0.363763623637636,0.360713928607139,0.357664233576642,0.503170680307297,1,0.647407722995816,"2.2815567027027e-05","2.54594535135135e-05","PWY.7003..glycerol.degradation.to.butanol"
"Pathway369",7388,2567,7435,2614,7411.5,2590.5,0.261373862613739,0.259024097590241,0.256674332566743,0.395491485334225,1,0.647407722995816,"4.0148082972973e-06","9.03120137837838e-06","PWY.7007..methyl.ketone.biosynthesis"
"Pathway37",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","ECASYN.PWY..enterobacterial.common.antigen.biosynthesis"
"Pathway370",9573,410,9592,429,9582.5,419.5,0.0428957104289571,0.0419458054194581,0.040995900409959,0.0927164667499495,1,0.647407722995816,"5.10050601891892e-06","1.95697293513514e-05","PWY.7013..L.1.2.propanediol.degradation"
"Pathway371",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.7031..protein.N.glycosylation..bacterial."
"Pathway372",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.7036..very.long.chain.fatty.acid.biosynthesis.II"
"Pathway373",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.7039..phosphatidate.metabolism..as.a.signaling.molecule"
"Pathway374",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.7049..icosapentaenoate.biosynthesis.II..metazoa."
"Pathway375",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.7053..docosahexaenoate.biosynthesis.I..lower.eukaryotes."
"Pathway376",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.7090..UDP.2.3.diacetamido.2.3.dideoxy..alpha..D.mannuronate.biosynthesis"
"Pathway377",1747,6636,3366,8255,2556.5,7445.5,0.825417458254175,0.744475552444755,0.663533646635336,0.766495764216682,1,0.845318390916649,"7.27451351351351e-08","1.64408918918919e-08","PWY.7094..fatty.acid.salvage"
"Pathway378",2371,7587,2415,7631,2393,7609,0.763023697630237,0.760823917608239,0.758624137586241,0.84648333503448,1,0.849586707995867,"0.000690812","0.00065369254054054","PWY.7111..pyruvate.fermentation.to.isobutanol..engineered."
"Pathway379",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.7115..C4.photosynthetic.carbon.assimilation.cycle..NAD.ME.type"
"Pathway38",8530,1437,8565,1472,8547.5,1454.5,0.147185281471853,0.145435456454355,0.143685631436856,0.257576917893495,1,0.647407722995816,"1.47051113513514e-05","1.93413740540541e-05","ENTBACSYN.PWY..enterobactin.biosynthesis"
"Pathway380",5449,4493,5509,4553,5479,4523,0.455254474552545,0.452254774522548,0.449255074492551,0.602001799820018,1,0.647407722995816,"2.45999818378378e-05","2.41511591891892e-05","PWY.7117..C4.photosynthetic.carbon.assimilation.cycle..PEPCK.type"
"Pathway381",7797,2040,7962,2205,7879.5,2122.5,0.22047795220478,0.212228777122288,0.203979602039796,0.333332520406496,1,0.647407722995816,"8.32503081081081e-07","1.50470978378378e-06","PWY.7118..chitin.degradation.to.ethanol"
"Pathway382",7619,1821,8181,2383,7900,2102,0.238276172382762,0.21017898210179,0.182081791820818,0.30498700129987,1,0.647407722995816,"7.04238351351351e-07","1.10567137837838e-06","PWY.7165..L.ascorbate.biosynthesis.VI..engineered.pathway."
"Pathway383",6699,3240,6762,3303,6730.5,3271.5,0.33026697330267,0.327117288271173,0.323967603239676,0.478365386601836,1,0.647407722995816,"0.000176573624324324","0.000181887837837838","PWY.7184..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.I"
"Pathway384",7835,2129,7873,2167,7854,2148,0.216678332166783,0.214778522147785,0.212878712128787,0.346817597875471,1,0.647407722995816,"0.000179626459459459","0.000182301162162162","PWY.7187..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.II"
"Pathway385",1244,8722,1280,8758,1262,8740,0.875712428757124,0.873912608739126,0.872112788721128,0.91793957859116,1,0.921796229021499,"0.000231093751351351","0.000221294045945946","PWY.7196..superpathway.of.pyrimidine.ribonucleosides.salvage"
"Pathway386",4134,5811,4191,5868,4162.5,5839.5,0.586741325867413,0.583891610838916,0.581041895810419,0.706209651143729,1,0.73122874628425,"0.000141056645945946","0.000141164289189189","PWY.7197..pyrimidine.deoxyribonucleotide.phosphorylation"
"Pathway387",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.7198..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.IV"
"Pathway388",7819,2141,7861,2183,7840,2162,0.218278172182782,0.216178382161784,0.214078592140786,0.347715531477155,1,0.647407722995816,"0.000204676378378378","0.000211972216216216","PWY.7199..pyrimidine.deoxyribonucleosides.salvage"
"Pathway389",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000236099738043817,1,0.647407722995816,"0","0","PWY.7200..superpathway.of.pyrimidine.deoxyribonucleoside.salvage"
