"rowname","MeanDecreaseGini","Rank","RepeatTimes","Fold","FatureCount"
"Slackia_unclassified",1.85065782756073,34,14,2,50
"Campylobacter_showae",0.528469844409149,47,14,2,50
"Selenomonas_sputigena",0.509172643536948,48,14,2,50
"Eikenella_corrodens",1.72784585306517,35,14,2,50
"Pseudomonas_unclassified",2.72203299837339,30,14,2,50
"Peptostreptococcus_unclassified",4.27315816657925,23,14,2,50
"Faecalibacterium_prausnitzii",7.72121275108786,14,14,2,50
"Prevotella_stercorea",3.71906973171279,25,14,2,50
"Streptococcus_gallolyticus",1.61760282388253,36,14,2,50
"Candidatus_Zinderia_insecticola",1.39601973419017,40,14,2,50
"Bilophila_wadsworthia",6.69326097378837,16,14,2,50
"Ruminococcus_torques",8.75039925798159,9,14,2,50
"Klebsiella_unclassified",4.1974821660999,24,14,2,50
"Fusobacterium_necrophorum",1.10927269796687,41,14,2,50
"Roseburia_intestinalis",6.90174379353371,15,14,2,50
"Slackia_exigua",0.443645609216758,49,14,2,50
"Prevotella_copri",5.23368197302007,18,14,2,50
"Eubacterium_limosum",3.54019693795784,27,14,2,50
"Filifactor_alocis",0.303003724150032,50,14,2,50
"Clostridium_symbiosum",10.0772121303649,7,14,1,50
"Fusobacterium_nucleatum",11.4115362190598,4,14,1,50
"Gemella_morbillorum",12.0083492653613,2,14,1,50
"Parvimonas_micra",9.0718526677497,10,14,1,50
"Parvimonas_unclassified",14.8596329594273,1,14,1,50
"Peptostreptococcus_anaerobius",2.59794745198341,29,14,1,50
"Peptostreptococcus_stomatis",11.4715702326032,3,14,1,50
"Porphyromonas_asaccharolytica",10.585734553598,5,14,1,50
"Porphyromonas_somerae",3.41048436236073,25,14,1,50
"Prevotella_intermedia",1.79160532738333,36,14,1,50
"Solobacterium_moorei",10.2871447185138,6,14,1,50
"Porphyromonas_uenonis",3.47747936807097,23,14,1,50
"Anaerococcus_vaginalis",2.5798493468792,31,14,1,50
"Clostridium_hathewayi",9.78411867091125,9,14,1,50
"Eubacterium_rectale",6.98662224654718,15,14,1,50
"Bacteroides_fragilis",7.2387446275327,14,14,1,50
"Streptococcus_constellatus",3.06757007864526,27,14,1,50
"Anaerococcus_obesiensis",1.66989468868532,37,14,1,50
"Clostridium_sp_ATCC_BAA_442",2.00711945314963,33,14,1,50
"Granulicatella_adiacens",5.28695459019856,18,14,1,50
"Campylobacter_ureolyticus",1.20493866264259,39,14,1,50
"Aggregatibacter_unclassified",0.800294971327443,43,14,1,50
"Fusobacterium_varium",1.12171525606845,40,14,1,50
"Porphyromonas_endodontalis",0.602809277046005,45,14,1,50
"Bilophila_unclassified",7.58316430967567,12,14,1,50
"Streptococcus_dysgalactiae",0.794471986154714,44,14,1,50
"Bifidobacterium_catenulatum",5.30492566388007,17,14,1,50
"Bacteroides_nordii",4.39967212022341,22,14,1,50
"Aeromonas_unclassified",0.910214811332509,42,14,1,50
"Actinomyces_cardiffensis",1.26596171431836,38,14,1,50
"Desulfovibrio_desulfuricans",5.28184783922179,19,14,1,50
"Slackia_unclassified",1.902630761111,34,14,1,50
"Campylobacter_showae",0.466645580342624,48,14,1,50
"Selenomonas_sputigena",0.436408537946841,49,14,1,50
"Eikenella_corrodens",2.47319931566814,32,14,1,50
"Pseudomonas_unclassified",2.74900870139402,28,14,1,50
"Peptostreptococcus_unclassified",4.70374452203015,21,14,1,50
"Faecalibacterium_prausnitzii",7.24098079010584,13,14,1,50
"Prevotella_stercorea",2.5882740812443,30,14,1,50
"Streptococcus_gallolyticus",1.86319549244369,35,14,1,50
"Candidatus_Zinderia_insecticola",1.07982172575326,41,14,1,50
"Bilophila_wadsworthia",5.92523766386445,16,14,1,50
"Ruminococcus_torques",10.0609310761817,8,14,1,50
"Klebsiella_unclassified",3.31872934743433,26,14,1,50
"Fusobacterium_necrophorum",0.473743307800581,47,14,1,50
"Roseburia_intestinalis",7.791558066562,11,14,1,50
"Slackia_exigua",0.209227354090573,50,14,1,50
"Prevotella_copri",4.9389246348039,20,14,1,50
"Eubacterium_limosum",3.44074065308045,24,14,1,50
"Filifactor_alocis",0.484792416106695,46,14,1,50
"Clostridium_symbiosum",17.3656843825717,5,13,10,50
"Fusobacterium_nucleatum",16.3262284946221,6,13,10,50
"Gemella_morbillorum",10.5087583194771,14,13,10,50
"Parvimonas_micra",5.55238166696083,21,13,10,50
"Parvimonas_unclassified",45.5168599160416,1,13,10,50
"Peptostreptococcus_anaerobius",1.15153299705913,31,13,10,50
"Peptostreptococcus_stomatis",29.4799871932602,2,13,10,50
"Porphyromonas_asaccharolytica",20.7472449704679,4,13,10,50
"Porphyromonas_somerae",2.70478524960842,26,13,10,50
"Prevotella_intermedia",0.138169389030465,47,13,10,50
"Solobacterium_moorei",9.98186772902902,15,13,10,50
"Porphyromonas_uenonis",0.98265323766861,33,13,10,50
"Anaerococcus_vaginalis",1.11940917426781,32,13,10,50
"Clostridium_hathewayi",16.285549700773,7,13,10,50
"Eubacterium_rectale",12.4048039422728,11,13,10,50
"Bacteroides_fragilis",13.669948919149,8,13,10,50
"Streptococcus_constellatus",1.66130136256098,30,13,10,50
"Anaerococcus_obesiensis",0.623934135700662,40,13,10,50
"Clostridium_sp_ATCC_BAA_442",0.842928897747558,38,13,10,50
"Granulicatella_adiacens",5.62382748183804,20,13,10,50
"Campylobacter_ureolyticus",0.193444177935369,46,13,10,50
"Aggregatibacter_unclassified",0.501338796618,42,13,10,50
"Fusobacterium_varium",0.66381518268658,39,13,10,50
"Porphyromonas_endodontalis",0.370275245860916,44,13,10,50
"Bilophila_unclassified",12.4952598040102,10,13,10,50
"Streptococcus_dysgalactiae",2.44243522072525,28,13,10,50
"Bifidobacterium_catenulatum",7.89573784608703,18,13,10,50
"Bacteroides_nordii",4.83680862826109,22,13,10,50
"Aeromonas_unclassified",0.950126557469096,35,13,10,50
"Actinomyces_cardiffensis",0.849840985364928,37,13,10,50
"Desulfovibrio_desulfuricans",8.73615109820077,16,13,10,50
"Slackia_unclassified",0.974175268255237,34,13,10,50
"Campylobacter_showae",0.372187962220943,43,13,10,50
"Selenomonas_sputigena",0.0779713738815458,49,13,10,50
"Eikenella_corrodens",0.533750882117037,41,13,10,50
"Pseudomonas_unclassified",2.42963492101687,29,13,10,50
"Peptostreptococcus_unclassified",4.17420248199408,24,13,10,50
"Faecalibacterium_prausnitzii",12.7426073991635,9,13,10,50
"Prevotella_stercorea",4.3691705907216,23,13,10,50
"Streptococcus_gallolyticus",2.56565102411444,27,13,10,50
"Candidatus_Zinderia_insecticola",0.903537687054131,36,13,10,50
"Bilophila_wadsworthia",8.60876261827284,17,13,10,50
"Ruminococcus_torques",22.9483534521484,3,13,10,50
"Klebsiella_unclassified",6.47430186446928,19,13,10,50
"Fusobacterium_necrophorum",0.278532344353758,45,13,10,50
"Roseburia_intestinalis",11.7504604135517,12,13,10,50
"Slackia_exigua",0.137226703700286,48,13,10,50
"Prevotella_copri",11.0915970896895,13,13,10,50
"Eubacterium_limosum",3.7440554580907,25,13,10,50
"Filifactor_alocis",0.0164102003642987,50,13,10,50
"Clostridium_symbiosum",10.0806550112079,6,13,9,50
"Fusobacterium_nucleatum",11.626140321487,3,13,9,50
"Gemella_morbillorum",9.81714719538605,8,13,9,50
"Parvimonas_micra",8.53481487243754,11,13,9,50
"Parvimonas_unclassified",13.8661412676825,1,13,9,50
"Peptostreptococcus_anaerobius",2.6893796742076,29,13,9,50
"Peptostreptococcus_stomatis",13.0652599760213,2,13,9,50
"Porphyromonas_asaccharolytica",10.7021956809789,5,13,9,50
"Porphyromonas_somerae",3.01156288497835,27,13,9,50
"Prevotella_intermedia",1.87337538540335,33,13,9,50
"Solobacterium_moorei",10.7229791903859,4,13,9,50
"Porphyromonas_uenonis",3.61673755720449,25,13,9,50
"Anaerococcus_vaginalis",2.00128015133818,32,13,9,50
"Clostridium_hathewayi",9.50557279076746,9,13,9,50
"Eubacterium_rectale",8.60440291480322,10,13,9,50
"Bacteroides_fragilis",8.3948258121889,12,13,9,50
"Streptococcus_constellatus",3.15268532637362,26,13,9,50
"Anaerococcus_obesiensis",1.19308001983573,39,13,9,50
"Clostridium_sp_ATCC_BAA_442",1.86080179691556,34,13,9,50
"Granulicatella_adiacens",5.45726519245836,20,13,9,50
"Campylobacter_ureolyticus",1.07835286998013,40,13,9,50
"Aggregatibacter_unclassified",0.870607768188748,44,13,9,50
"Fusobacterium_varium",1.02153659931776,42,13,9,50
"Porphyromonas_endodontalis",0.709171587883627,46,13,9,50
"Bilophila_unclassified",8.27757193786488,13,13,9,50
"Streptococcus_dysgalactiae",1.26665421389699,38,13,9,50
"Bifidobacterium_catenulatum",5.71222732118456,18,13,9,50
"Bacteroides_nordii",4.39192419985017,22,13,9,50
"Aeromonas_unclassified",0.873491924236205,43,13,9,50
"Actinomyces_cardiffensis",1.28051798390467,37,13,9,50
"Desulfovibrio_desulfuricans",5.81306404834898,17,13,9,50
"Slackia_unclassified",1.76297921868076,35,13,9,50
"Campylobacter_showae",0.464166572906293,47,13,9,50
"Selenomonas_sputigena",0.454894681034606,48,13,9,50
"Eikenella_corrodens",2.51514151263546,31,13,9,50
"Pseudomonas_unclassified",2.53507250916549,30,13,9,50
"Peptostreptococcus_unclassified",4.73769006659437,21,13,9,50
"Faecalibacterium_prausnitzii",7.57837987798378,15,13,9,50
"Prevotella_stercorea",3.64791613096158,24,13,9,50
"Streptococcus_gallolyticus",1.6230874901311,36,13,9,50
"Candidatus_Zinderia_insecticola",1.07298066204319,41,13,9,50
"Bilophila_wadsworthia",6.13855837616847,16,13,9,50
"Ruminococcus_torques",9.85218191251083,7,13,9,50
"Klebsiella_unclassified",3.75426933176616,23,13,9,50
"Fusobacterium_necrophorum",0.828286044709252,45,13,9,50
"Roseburia_intestinalis",7.65290765962916,14,13,9,50
"Slackia_exigua",0.418107089165992,49,13,9,50
"Prevotella_copri",5.48315304742121,19,13,9,50
"Eubacterium_limosum",2.89736114496344,28,13,9,50
"Filifactor_alocis",0.273176614212856,50,13,9,50
"Clostridium_symbiosum",10.2442004922009,7,13,8,50
"Fusobacterium_nucleatum",11.7425118598018,3,13,8,50
"Gemella_morbillorum",10.0842108596957,8,13,8,50
"Parvimonas_micra",6.75087866550178,15,13,8,50
"Parvimonas_unclassified",14.1764909992184,1,13,8,50
"Peptostreptococcus_anaerobius",2.51774787891403,30,13,8,50
"Peptostreptococcus_stomatis",13.7979449848585,2,13,8,50
"Porphyromonas_asaccharolytica",10.6602969974471,5,13,8,50
"Porphyromonas_somerae",3.24515466803866,25,13,8,50
"Prevotella_intermedia",2.07911642540393,33,13,8,50
"Solobacterium_moorei",10.480499633904,6,13,8,50
"Porphyromonas_uenonis",3.71428485700752,23,13,8,50
"Anaerococcus_vaginalis",2.03320829660915,34,13,8,50
"Clostridium_hathewayi",11.2565072994434,4,13,8,50
"Eubacterium_rectale",7.66403536335346,11,13,8,50
"Bacteroides_fragilis",7.33513423183995,14,13,8,50
"Streptococcus_constellatus",3.04720229652807,29,13,8,50
"Anaerococcus_obesiensis",1.22624775000413,40,13,8,50
"Clostridium_sp_ATCC_BAA_442",1.74144438783155,35,13,8,50
"Granulicatella_adiacens",5.13572655706826,19,13,8,50
"Campylobacter_ureolyticus",1.14072920272463,41,13,8,50
"Aggregatibacter_unclassified",0.86078745794142,43,13,8,50
"Fusobacterium_varium",1.48415069795458,38,13,8,50
"Porphyromonas_endodontalis",0.635872833494136,46,13,8,50
"Bilophila_unclassified",7.59692130921657,12,13,8,50
"Streptococcus_dysgalactiae",1.64426651499069,37,13,8,50
"Bifidobacterium_catenulatum",5.23655632919475,18,13,8,50
"Bacteroides_nordii",4.74164456191566,21,13,8,50
"Aeromonas_unclassified",0.708532958499041,45,13,8,50
"Actinomyces_cardiffensis",1.10650719703539,42,13,8,50
"Desulfovibrio_desulfuricans",4.91494189696917,20,13,8,50
"Slackia_unclassified",2.08963373566189,32,13,8,50
"Campylobacter_showae",0.440497131520682,47,13,8,50
"Selenomonas_sputigena",0.212718825931099,50,13,8,50
"Eikenella_corrodens",2.40077185637604,31,13,8,50
"Pseudomonas_unclassified",3.08333351983725,28,13,8,50
"Peptostreptococcus_unclassified",4.53819399002991,22,13,8,50
"Faecalibacterium_prausnitzii",7.93597239930635,10,13,8,50
"Prevotella_stercorea",3.183790822502,27,13,8,50
"Streptococcus_gallolyticus",1.72795901872376,36,13,8,50
"Candidatus_Zinderia_insecticola",1.45895607520175,39,13,8,50
"Bilophila_wadsworthia",5.75766432326751,16,13,8,50
"Ruminococcus_torques",9.69985999300498,9,13,8,50
"Klebsiella_unclassified",3.22147384446409,26,13,8,50
"Fusobacterium_necrophorum",0.799628444080904,44,13,8,50
"Roseburia_intestinalis",7.52487392285258,13,13,8,50
"Slackia_exigua",0.436303131464042,48,13,8,50
"Prevotella_copri",5.26967851144671,17,13,8,50
"Eubacterium_limosum",3.36752735582691,24,13,8,50
"Filifactor_alocis",0.400139524494739,49,13,8,50
"Clostridium_symbiosum",18.1597035485612,6,13,7,50
"Fusobacterium_nucleatum",19.8006355421528,5,13,7,50
"Gemella_morbillorum",12.8356693248573,11,13,7,50
"Parvimonas_micra",5.33295497879817,22,13,7,50
"Parvimonas_unclassified",30.8133374685164,1,13,7,50
"Peptostreptococcus_anaerobius",1.55933205225951,30,13,7,50
"Peptostreptococcus_stomatis",27.2806696901236,2,13,7,50
"Porphyromonas_asaccharolytica",20.6896468758515,4,13,7,50
"Porphyromonas_somerae",1.55564291378995,31,13,7,50
"Prevotella_intermedia",0.142086077439333,47,13,7,50
"Solobacterium_moorei",10.5970155384552,15,13,7,50
"Porphyromonas_uenonis",1.06030575459556,34,13,7,50
"Anaerococcus_vaginalis",1.07957008503917,33,13,7,50
"Clostridium_hathewayi",16.3892075273344,7,13,7,50
"Eubacterium_rectale",14.8188593571782,9,13,7,50
"Bacteroides_fragilis",13.8705076500014,10,13,7,50
"Streptococcus_constellatus",1.82421487683103,29,13,7,50
"Anaerococcus_obesiensis",0.534637694408128,40,13,7,50
"Clostridium_sp_ATCC_BAA_442",0.92029459918732,36,13,7,50
"Granulicatella_adiacens",6.4594071304003,20,13,7,50
"Campylobacter_ureolyticus",0.420720545823136,44,13,7,50
"Aggregatibacter_unclassified",0.45254937817077,43,13,7,50
"Fusobacterium_varium",0.459544376862051,42,13,7,50
"Porphyromonas_endodontalis",0.500451099548342,41,13,7,50
"Bilophila_unclassified",12.5148552069023,12,13,7,50
"Streptococcus_dysgalactiae",2.17039626953982,28,13,7,50
"Bifidobacterium_catenulatum",7.94298711004739,19,13,7,50
"Bacteroides_nordii",6.151789495106,21,13,7,50
"Aeromonas_unclassified",0.908619420892585,38,13,7,50
"Actinomyces_cardiffensis",0.910349676154588,37,13,7,50
"Desulfovibrio_desulfuricans",10.5972560371771,14,13,7,50
"Slackia_unclassified",1.05200672470285,35,13,7,50
"Campylobacter_showae",0.381745905009113,45,13,7,50
"Selenomonas_sputigena",0.0766825888272536,49,13,7,50
"Eikenella_corrodens",0.571972219469866,39,13,7,50
"Pseudomonas_unclassified",2.62260872950267,26,13,7,50
"Peptostreptococcus_unclassified",3.73865208030328,25,13,7,50
"Faecalibacterium_prausnitzii",15.285595814436,8,13,7,50
"Prevotella_stercorea",4.68839873544632,23,13,7,50
"Streptococcus_gallolyticus",2.52984040258081,27,13,7,50
"Candidatus_Zinderia_insecticola",1.08470211432927,32,13,7,50
"Bilophila_wadsworthia",9.10042180285006,17,13,7,50
"Ruminococcus_torques",21.6622201364528,3,13,7,50
"Klebsiella_unclassified",8.19825008623664,18,13,7,50
"Fusobacterium_necrophorum",0.262501509973227,46,13,7,50
"Roseburia_intestinalis",12.2464053967765,13,13,7,50
"Slackia_exigua",0.0787758891983379,48,13,7,50
"Prevotella_copri",10.0635077441298,16,13,7,50
"Eubacterium_limosum",3.97752685953477,24,13,7,50
"Filifactor_alocis",0.0248094567970729,50,13,7,50
"Clostridium_symbiosum",9.41411975783472,8,13,6,50
"Fusobacterium_nucleatum",10.9875298189884,5,13,6,50
"Gemella_morbillorum",11.2173742661021,3,13,6,50
"Parvimonas_micra",9.12772812447214,10,13,6,50
"Parvimonas_unclassified",12.3420969535645,2,13,6,50
"Peptostreptococcus_anaerobius",2.42860921826273,30,13,6,50
"Peptostreptococcus_stomatis",13.3225771636777,1,13,6,50
"Porphyromonas_asaccharolytica",10.3884042311247,6,13,6,50
"Porphyromonas_somerae",3.21461409030795,26,13,6,50
"Prevotella_intermedia",1.89980909918799,33,13,6,50
"Solobacterium_moorei",10.9902255990413,4,13,6,50
"Porphyromonas_uenonis",4.78709962690986,21,13,6,50
"Anaerococcus_vaginalis",3.01471838772834,28,13,6,50
"Clostridium_hathewayi",9.72296281890337,7,13,6,50
"Eubacterium_rectale",6.58447697452882,14,13,6,50
"Bacteroides_fragilis",7.76678178175201,11,13,6,50
"Streptococcus_constellatus",2.80158004172354,29,13,6,50
"Anaerococcus_obesiensis",1.71078949796999,36,13,6,50
"Clostridium_sp_ATCC_BAA_442",1.55439660776008,37,13,6,50
"Granulicatella_adiacens",5.75888554629007,17,13,6,50
"Campylobacter_ureolyticus",1.08796737930923,39,13,6,50
"Aggregatibacter_unclassified",0.833502064261809,43,13,6,50
"Fusobacterium_varium",0.950020110013728,42,13,6,50
"Porphyromonas_endodontalis",0.615418821889143,46,13,6,50
"Bilophila_unclassified",6.45798624172748,15,13,6,50
"Streptococcus_dysgalactiae",1.08555043699129,40,13,6,50
"Bifidobacterium_catenulatum",5.35856086807366,19,13,6,50
"Bacteroides_nordii",4.54343192713552,23,13,6,50
"Aeromonas_unclassified",0.668305655195785,45,13,6,50
"Actinomyces_cardiffensis",1.213587669,38,13,6,50
"Desulfovibrio_desulfuricans",4.60731772438742,22,13,6,50
"Slackia_unclassified",1.97879984972857,32,13,6,50
"Campylobacter_showae",0.220499988967156,50,13,6,50
"Selenomonas_sputigena",0.318269583110881,49,13,6,50
"Eikenella_corrodens",1.88929464362435,34,13,6,50
"Pseudomonas_unclassified",2.24377429625839,31,13,6,50
"Peptostreptococcus_unclassified",5.72248527454978,18,13,6,50
"Faecalibacterium_prausnitzii",6.98201940617265,12,13,6,50
"Prevotella_stercorea",3.36322820118566,25,13,6,50
"Streptococcus_gallolyticus",1.73779613587034,35,13,6,50
"Candidatus_Zinderia_insecticola",0.961681683671804,41,13,6,50
"Bilophila_wadsworthia",6.04720446359522,16,13,6,50
"Ruminococcus_torques",9.38915007248299,9,13,6,50
"Klebsiella_unclassified",3.83721566319681,24,13,6,50
"Fusobacterium_necrophorum",0.70633250921912,44,13,6,50
"Roseburia_intestinalis",6.94110635750027,13,13,6,50
"Slackia_exigua",0.533332259239446,47,13,6,50
"Prevotella_copri",4.84932509589401,20,13,6,50
"Eubacterium_limosum",3.13741459504191,27,13,6,50
"Filifactor_alocis",0.398199424617453,48,13,6,50
"Clostridium_symbiosum",10.7993001215549,5,13,5,50
"Fusobacterium_nucleatum",11.879562788313,3,13,5,50
"Gemella_morbillorum",10.719725271077,6,13,5,50
"Parvimonas_micra",8.97116584095196,10,13,5,50
"Parvimonas_unclassified",13.761735520724,1,13,5,50
"Peptostreptococcus_anaerobius",2.2853224059918,30,13,5,50
"Peptostreptococcus_stomatis",11.9212870504767,2,13,5,50
"Porphyromonas_asaccharolytica",9.40422717786411,9,13,5,50
"Porphyromonas_somerae",3.48178587499555,24,13,5,50
"Prevotella_intermedia",1.98577408961762,32,13,5,50
"Solobacterium_moorei",10.570602883089,7,13,5,50
"Porphyromonas_uenonis",3.90754723612203,23,13,5,50
"Anaerococcus_vaginalis",2.44060604886347,29,13,5,50
"Clostridium_hathewayi",11.5296373580626,4,13,5,50
"Eubacterium_rectale",6.63092225349762,15,13,5,50
"Bacteroides_fragilis",7.33380622575472,12,13,5,50
"Streptococcus_constellatus",3.03115069994858,27,13,5,50
"Anaerococcus_obesiensis",1.34984310747835,38,13,5,50
"Clostridium_sp_ATCC_BAA_442",1.58999371855888,35,13,5,50
"Granulicatella_adiacens",5.48458318204076,18,13,5,50
"Campylobacter_ureolyticus",1.03341077850731,42,13,5,50
"Aggregatibacter_unclassified",0.94300513098418,44,13,5,50
"Fusobacterium_varium",1.21064325067941,40,13,5,50
"Porphyromonas_endodontalis",0.790950774921422,45,13,5,50
"Bilophila_unclassified",7.38247462737432,11,13,5,50
"Streptococcus_dysgalactiae",1.42441352499874,36,13,5,50
"Bifidobacterium_catenulatum",6.06209786247659,17,13,5,50
"Bacteroides_nordii",4.57904194609244,22,13,5,50
"Aeromonas_unclassified",0.739730267445309,46,13,5,50
"Actinomyces_cardiffensis",1.36268504062162,37,13,5,50
"Desulfovibrio_desulfuricans",4.9341845501798,20,13,5,50
"Slackia_unclassified",1.96780102035715,33,13,5,50
"Campylobacter_showae",0.366156743687423,49,13,5,50
"Selenomonas_sputigena",0.41910807241783,48,13,5,50
"Eikenella_corrodens",1.88340775992303,34,13,5,50
"Pseudomonas_unclassified",2.08355323802623,31,13,5,50
"Peptostreptococcus_unclassified",4.82930939169037,21,13,5,50
"Faecalibacterium_prausnitzii",6.92463801406177,13,13,5,50
"Prevotella_stercorea",3.33742931226885,25,13,5,50
"Streptococcus_gallolyticus",1.34278190327503,39,13,5,50
"Candidatus_Zinderia_insecticola",1.13482062961029,41,13,5,50
"Bilophila_wadsworthia",6.12267875293184,16,13,5,50
"Ruminococcus_torques",9.65930303540751,8,13,5,50
"Klebsiella_unclassified",2.97080690711327,28,13,5,50
"Fusobacterium_necrophorum",0.987200181497603,43,13,5,50
"Roseburia_intestinalis",6.7323975074117,14,13,5,50
"Slackia_exigua",0.544927693214325,47,13,5,50
"Prevotella_copri",5.35054239752367,19,13,5,50
"Eubacterium_limosum",3.20879386213875,26,13,5,50
"Filifactor_alocis",0.25542120268146,50,13,5,50
"Clostridium_symbiosum",9.60690811221936,7,13,4,50
"Fusobacterium_nucleatum",12.5135605536937,3,13,4,50
"Gemella_morbillorum",10.0312555172094,5,13,4,50
"Parvimonas_micra",8.98208388490651,10,13,4,50
"Parvimonas_unclassified",12.6182319640141,2,13,4,50
"Peptostreptococcus_anaerobius",2.52102292313683,30,13,4,50
"Peptostreptococcus_stomatis",12.8123464013086,1,13,4,50
"Porphyromonas_asaccharolytica",10.0863966012981,4,13,4,50
"Porphyromonas_somerae",2.84480595253514,28,13,4,50
"Prevotella_intermedia",2.2710625871959,32,13,4,50
"Solobacterium_moorei",9.81434070684852,6,13,4,50
"Porphyromonas_uenonis",3.74823126424227,24,13,4,50
"Anaerococcus_vaginalis",1.87677822617583,35,13,4,50
"Clostridium_hathewayi",9.53425231737015,8,13,4,50
"Eubacterium_rectale",7.28237574657253,14,13,4,50
"Bacteroides_fragilis",7.55474900878521,12,13,4,50
"Streptococcus_constellatus",2.6200619142392,29,13,4,50
"Anaerococcus_obesiensis",1.18899644995485,41,13,4,50
"Clostridium_sp_ATCC_BAA_442",1.43504204432168,38,13,4,50
"Granulicatella_adiacens",5.3395408867968,20,13,4,50
"Campylobacter_ureolyticus",1.39946082739631,39,13,4,50
"Aggregatibacter_unclassified",0.971161687128294,43,13,4,50
"Fusobacterium_varium",1.05078367478086,42,13,4,50
"Porphyromonas_endodontalis",0.757413737704311,45,13,4,50
"Bilophila_unclassified",7.34941309465096,13,13,4,50
"Streptococcus_dysgalactiae",1.55478587100633,36,13,4,50
"Bifidobacterium_catenulatum",5.53482230359247,19,13,4,50
"Bacteroides_nordii",4.26871681562294,22,13,4,50
"Aeromonas_unclassified",0.71115865557017,46,13,4,50
"Actinomyces_cardiffensis",1.54216328318136,37,13,4,50
"Desulfovibrio_desulfuricans",5.67904481739743,18,13,4,50
"Slackia_unclassified",2.47166385716687,31,13,4,50
"Campylobacter_showae",0.504299461162903,47,13,4,50
"Selenomonas_sputigena",0.41912418395095,49,13,4,50
"Eikenella_corrodens",2.08365879988974,33,13,4,50
"Pseudomonas_unclassified",3.083326657229,26,13,4,50
"Peptostreptococcus_unclassified",5.19050338518005,21,13,4,50
"Faecalibacterium_prausnitzii",7.96234320143115,11,13,4,50
"Prevotella_stercorea",3.69137017124052,25,13,4,50
"Streptococcus_gallolyticus",2.05429808734666,34,13,4,50
"Candidatus_Zinderia_insecticola",1.22204379527654,40,13,4,50
"Bilophila_wadsworthia",6.26557034860436,16,13,4,50
"Ruminococcus_torques",9.40929940412452,9,13,4,50
"Klebsiella_unclassified",3.96138125353792,23,13,4,50
"Fusobacterium_necrophorum",0.958332501762669,44,13,4,50
"Roseburia_intestinalis",6.5269587495239,15,13,4,50
"Slackia_exigua",0.371272514535729,50,13,4,50
"Prevotella_copri",5.73184779161612,17,13,4,50
"Eubacterium_limosum",3.03851119330266,27,13,4,50
"Filifactor_alocis",0.441232086614519,48,13,4,50
"Clostridium_symbiosum",10.4835046410535,6,13,3,50
"Fusobacterium_nucleatum",12.007956697096,3,13,3,50
"Gemella_morbillorum",11.7348166342636,4,13,3,50
"Parvimonas_micra",8.95551396983026,10,13,3,50
"Parvimonas_unclassified",13.0075996371341,2,13,3,50
"Peptostreptococcus_anaerobius",2.43840907937128,30,13,3,50
"Peptostreptococcus_stomatis",13.1838381806466,1,13,3,50
"Porphyromonas_asaccharolytica",10.3993499881795,7,13,3,50
"Porphyromonas_somerae",3.08227099452513,27,13,3,50
"Prevotella_intermedia",1.52564515920394,38,13,3,50
"Solobacterium_moorei",11.6091724975022,5,13,3,50
"Porphyromonas_uenonis",3.87414622867434,23,13,3,50
"Anaerococcus_vaginalis",2.28742605465255,31,13,3,50
"Clostridium_hathewayi",10.2584696254498,8,13,3,50
"Eubacterium_rectale",7.32779093438719,14,13,3,50
"Bacteroides_fragilis",6.92593463040304,15,13,3,50
"Streptococcus_constellatus",2.52606387565025,29,13,3,50
"Anaerococcus_obesiensis",1.74347964493383,35,13,3,50
"Clostridium_sp_ATCC_BAA_442",1.79236367181851,34,13,3,50
"Granulicatella_adiacens",5.42657345487165,18,13,3,50
"Campylobacter_ureolyticus",0.95945004527058,42,13,3,50
"Aggregatibacter_unclassified",0.762491149135592,44,13,3,50
"Fusobacterium_varium",1.20563670743799,40,13,3,50
"Porphyromonas_endodontalis",0.671315615741473,45,13,3,50
"Bilophila_unclassified",7.33526854601224,13,13,3,50
"Streptococcus_dysgalactiae",1.10534925164285,41,13,3,50
"Bifidobacterium_catenulatum",5.46337257446674,17,13,3,50
"Bacteroides_nordii",4.78392895321866,20,13,3,50
"Aeromonas_unclassified",0.589091093426201,46,13,3,50
"Actinomyces_cardiffensis",1.4869330144976,39,13,3,50
"Desulfovibrio_desulfuricans",5.30406598171384,19,13,3,50
"Slackia_unclassified",2.05501299286525,32,13,3,50
"Campylobacter_showae",0.511624689404352,48,13,3,50
"Selenomonas_sputigena",0.566857665542396,47,13,3,50
"Eikenella_corrodens",1.98831159716543,33,13,3,50
"Pseudomonas_unclassified",2.76549222293356,28,13,3,50
"Peptostreptococcus_unclassified",4.41442476855066,22,13,3,50
"Faecalibacterium_prausnitzii",7.55251809224305,12,13,3,50
"Prevotella_stercorea",3.43897668943816,25,13,3,50
"Streptococcus_gallolyticus",1.55688018535394,36,13,3,50
"Candidatus_Zinderia_insecticola",1.53390221566294,37,13,3,50
"Bilophila_wadsworthia",5.88134172068834,16,13,3,50
"Ruminococcus_torques",10.1217272171435,9,13,3,50
"Klebsiella_unclassified",3.5668521820558,24,13,3,50
"Fusobacterium_necrophorum",0.925308295158946,43,13,3,50
"Roseburia_intestinalis",7.84057771078641,11,13,3,50
"Slackia_exigua",0.485423170641023,49,13,3,50
"Prevotella_copri",4.63984870450215,21,13,3,50
"Eubacterium_limosum",3.30383216645517,26,13,3,50
"Filifactor_alocis",0.300977468568246,50,13,3,50
"Clostridium_symbiosum",9.45299828832562,8,13,2,50
