"rowname","MeanDecreaseGini","Rank","StudyModel","BaseModel"
"Eubacterium_eligens",0.96966054283833,10,"PRJDB4176","PRJDB4176"
"Peptostreptococcus_stomatis",4.03454163880967,5,"PRJEB27928","ZellerG_2014"
"Gemella_morbillorum",1.96580368042791,11,"PRJEB27928","ZellerG_2014"
"Fusobacterium_nucleatum",3.42947059800954,7,"PRJEB27928","ZellerG_2014"
"Parvimonas_micra",3.04566510130571,10,"PRJEB27928","ZellerG_2014"
"Parvimonas_unclassified",4.25735353575349,4,"PRJEB27928","ZellerG_2014"
"Porphyromonas_asaccharolytica",1.59702804700012,12,"PRJEB27928","ZellerG_2014"
"Eubacterium_rectale",4.54538091779832,2,"PRJEB27928","ZellerG_2014"
"Porphyromonas_somerae",1.24603379502331,13,"PRJEB27928","ZellerG_2014"
"candidate_division_TM7_single_cell_isolate_TM7b",1.07700889104247,14,"PRJEB27928","ZellerG_2014"
"Bilophila_unclassified",4.69772853770296,1,"PRJEB27928","ZellerG_2014"
"Solobacterium_moorei",3.2754358306269,9,"PRJEB27928","ZellerG_2014"
"Ruminococcus_bromii",3.95109330804209,6,"PRJEB27928","ZellerG_2014"
"Bifidobacterium_catenulatum",3.30383221529157,8,"PRJEB27928","ZellerG_2014"
"Eubacterium_sp_3_1_31",0.898165824108136,16,"PRJEB27928","ZellerG_2014"
"Megamonas_unclassified",0.714008922422807,17,"PRJEB27928","ZellerG_2014"
"Eikenella_corrodens",0.510495854412037,19,"PRJEB27928","ZellerG_2014"
"Megamonas_rupellensis",0.37129820466636,20,"PRJEB27928","ZellerG_2014"
"Eubacterium_dolichum",0.583034350161747,18,"PRJEB27928","ZellerG_2014"
"Roseburia_unclassified",0.933297086637247,15,"PRJEB27928","ZellerG_2014"
"Eubacterium_ventriosum",4.46517940765505,3,"PRJEB27928","ZellerG_2014"
"Peptostreptococcus_stomatis",4.03454163880967,5,"PRJDB4176","ZellerG_2014"
"Gemella_morbillorum",1.96580368042791,11,"PRJDB4176","ZellerG_2014"
"Fusobacterium_nucleatum",3.42947059800954,7,"PRJDB4176","ZellerG_2014"
"Parvimonas_micra",3.04566510130571,10,"PRJDB4176","ZellerG_2014"
"Parvimonas_unclassified",4.25735353575349,4,"PRJDB4176","ZellerG_2014"
"Porphyromonas_asaccharolytica",1.59702804700012,12,"PRJDB4176","ZellerG_2014"
"Eubacterium_rectale",4.54538091779832,2,"PRJDB4176","ZellerG_2014"
"Porphyromonas_somerae",1.24603379502331,13,"PRJDB4176","ZellerG_2014"
"candidate_division_TM7_single_cell_isolate_TM7b",1.07700889104247,14,"PRJDB4176","ZellerG_2014"
"Bilophila_unclassified",4.69772853770296,1,"PRJDB4176","ZellerG_2014"
"Solobacterium_moorei",3.2754358306269,9,"PRJDB4176","ZellerG_2014"
"Ruminococcus_bromii",3.95109330804209,6,"PRJDB4176","ZellerG_2014"
"Bifidobacterium_catenulatum",3.30383221529157,8,"PRJDB4176","ZellerG_2014"
"Eubacterium_sp_3_1_31",0.898165824108136,16,"PRJDB4176","ZellerG_2014"
"Megamonas_unclassified",0.714008922422807,17,"PRJDB4176","ZellerG_2014"
"Eikenella_corrodens",0.510495854412037,19,"PRJDB4176","ZellerG_2014"
"Megamonas_rupellensis",0.37129820466636,20,"PRJDB4176","ZellerG_2014"
"Eubacterium_dolichum",0.583034350161747,18,"PRJDB4176","ZellerG_2014"
"Roseburia_unclassified",0.933297086637247,15,"PRJDB4176","ZellerG_2014"
"Eubacterium_ventriosum",4.46517940765505,3,"PRJDB4176","ZellerG_2014"
"Peptostreptococcus_stomatis",4.03454163880967,5,"YuJ_2015","ZellerG_2014"
"Gemella_morbillorum",1.96580368042791,11,"YuJ_2015","ZellerG_2014"
"Fusobacterium_nucleatum",3.42947059800954,7,"YuJ_2015","ZellerG_2014"
"Parvimonas_micra",3.04566510130571,10,"YuJ_2015","ZellerG_2014"
"Parvimonas_unclassified",4.25735353575349,4,"YuJ_2015","ZellerG_2014"
"Porphyromonas_asaccharolytica",1.59702804700012,12,"YuJ_2015","ZellerG_2014"
"Eubacterium_rectale",4.54538091779832,2,"YuJ_2015","ZellerG_2014"
"Porphyromonas_somerae",1.24603379502331,13,"YuJ_2015","ZellerG_2014"
"candidate_division_TM7_single_cell_isolate_TM7b",1.07700889104247,14,"YuJ_2015","ZellerG_2014"
"Bilophila_unclassified",4.69772853770296,1,"YuJ_2015","ZellerG_2014"
"Solobacterium_moorei",3.2754358306269,9,"YuJ_2015","ZellerG_2014"
"Ruminococcus_bromii",3.95109330804209,6,"YuJ_2015","ZellerG_2014"
"Bifidobacterium_catenulatum",3.30383221529157,8,"YuJ_2015","ZellerG_2014"
"Eubacterium_sp_3_1_31",0.898165824108136,16,"YuJ_2015","ZellerG_2014"
"Megamonas_unclassified",0.714008922422807,17,"YuJ_2015","ZellerG_2014"
"Eikenella_corrodens",0.510495854412037,19,"YuJ_2015","ZellerG_2014"
"Megamonas_rupellensis",0.37129820466636,20,"YuJ_2015","ZellerG_2014"
"Eubacterium_dolichum",0.583034350161747,18,"YuJ_2015","ZellerG_2014"
"Roseburia_unclassified",0.933297086637247,15,"YuJ_2015","ZellerG_2014"
"Eubacterium_ventriosum",4.46517940765505,3,"YuJ_2015","ZellerG_2014"
"Peptostreptococcus_stomatis",4.03454163880967,5,"VogtmannE_2016","ZellerG_2014"
"Gemella_morbillorum",1.96580368042791,11,"VogtmannE_2016","ZellerG_2014"
"Fusobacterium_nucleatum",3.42947059800954,7,"VogtmannE_2016","ZellerG_2014"
"Parvimonas_micra",3.04566510130571,10,"VogtmannE_2016","ZellerG_2014"
"Parvimonas_unclassified",4.25735353575349,4,"VogtmannE_2016","ZellerG_2014"
"Porphyromonas_asaccharolytica",1.59702804700012,12,"VogtmannE_2016","ZellerG_2014"
"Eubacterium_rectale",4.54538091779832,2,"VogtmannE_2016","ZellerG_2014"
"Porphyromonas_somerae",1.24603379502331,13,"VogtmannE_2016","ZellerG_2014"
"candidate_division_TM7_single_cell_isolate_TM7b",1.07700889104247,14,"VogtmannE_2016","ZellerG_2014"
"Bilophila_unclassified",4.69772853770296,1,"VogtmannE_2016","ZellerG_2014"
"Solobacterium_moorei",3.2754358306269,9,"VogtmannE_2016","ZellerG_2014"
"Ruminococcus_bromii",3.95109330804209,6,"VogtmannE_2016","ZellerG_2014"
"Bifidobacterium_catenulatum",3.30383221529157,8,"VogtmannE_2016","ZellerG_2014"
"Eubacterium_sp_3_1_31",0.898165824108136,16,"VogtmannE_2016","ZellerG_2014"
"Megamonas_unclassified",0.714008922422807,17,"VogtmannE_2016","ZellerG_2014"
"Eikenella_corrodens",0.510495854412037,19,"VogtmannE_2016","ZellerG_2014"
"Megamonas_rupellensis",0.37129820466636,20,"VogtmannE_2016","ZellerG_2014"
"Eubacterium_dolichum",0.583034350161747,18,"VogtmannE_2016","ZellerG_2014"
"Roseburia_unclassified",0.933297086637247,15,"VogtmannE_2016","ZellerG_2014"
"Eubacterium_ventriosum",4.46517940765505,3,"VogtmannE_2016","ZellerG_2014"
"Peptostreptococcus_stomatis",4.03454163880967,5,"ThomasAM_2018b","ZellerG_2014"
"Gemella_morbillorum",1.96580368042791,11,"ThomasAM_2018b","ZellerG_2014"
"Fusobacterium_nucleatum",3.42947059800954,7,"ThomasAM_2018b","ZellerG_2014"
"Parvimonas_micra",3.04566510130571,10,"ThomasAM_2018b","ZellerG_2014"
"Parvimonas_unclassified",4.25735353575349,4,"ThomasAM_2018b","ZellerG_2014"
"Porphyromonas_asaccharolytica",1.59702804700012,12,"ThomasAM_2018b","ZellerG_2014"
"Eubacterium_rectale",4.54538091779832,2,"ThomasAM_2018b","ZellerG_2014"
"Porphyromonas_somerae",1.24603379502331,13,"ThomasAM_2018b","ZellerG_2014"
"candidate_division_TM7_single_cell_isolate_TM7b",1.07700889104247,14,"ThomasAM_2018b","ZellerG_2014"
"Bilophila_unclassified",4.69772853770296,1,"ThomasAM_2018b","ZellerG_2014"
"Solobacterium_moorei",3.2754358306269,9,"ThomasAM_2018b","ZellerG_2014"
"Ruminococcus_bromii",3.95109330804209,6,"ThomasAM_2018b","ZellerG_2014"
"Bifidobacterium_catenulatum",3.30383221529157,8,"ThomasAM_2018b","ZellerG_2014"
"Eubacterium_sp_3_1_31",0.898165824108136,16,"ThomasAM_2018b","ZellerG_2014"
"Megamonas_unclassified",0.714008922422807,17,"ThomasAM_2018b","ZellerG_2014"
"Eikenella_corrodens",0.510495854412037,19,"ThomasAM_2018b","ZellerG_2014"
"Megamonas_rupellensis",0.37129820466636,20,"ThomasAM_2018b","ZellerG_2014"
"Eubacterium_dolichum",0.583034350161747,18,"ThomasAM_2018b","ZellerG_2014"
"Roseburia_unclassified",0.933297086637247,15,"ThomasAM_2018b","ZellerG_2014"
"Eubacterium_ventriosum",4.46517940765505,3,"ThomasAM_2018b","ZellerG_2014"
"Peptostreptococcus_stomatis",4.03454163880967,5,"ThomasAM_2018a","ZellerG_2014"
"Gemella_morbillorum",1.96580368042791,11,"ThomasAM_2018a","ZellerG_2014"
"Fusobacterium_nucleatum",3.42947059800954,7,"ThomasAM_2018a","ZellerG_2014"
"Parvimonas_micra",3.04566510130571,10,"ThomasAM_2018a","ZellerG_2014"
"Parvimonas_unclassified",4.25735353575349,4,"ThomasAM_2018a","ZellerG_2014"
"Porphyromonas_asaccharolytica",1.59702804700012,12,"ThomasAM_2018a","ZellerG_2014"
"Eubacterium_rectale",4.54538091779832,2,"ThomasAM_2018a","ZellerG_2014"
"Porphyromonas_somerae",1.24603379502331,13,"ThomasAM_2018a","ZellerG_2014"
"candidate_division_TM7_single_cell_isolate_TM7b",1.07700889104247,14,"ThomasAM_2018a","ZellerG_2014"
"Bilophila_unclassified",4.69772853770296,1,"ThomasAM_2018a","ZellerG_2014"
"Solobacterium_moorei",3.2754358306269,9,"ThomasAM_2018a","ZellerG_2014"
"Ruminococcus_bromii",3.95109330804209,6,"ThomasAM_2018a","ZellerG_2014"
"Bifidobacterium_catenulatum",3.30383221529157,8,"ThomasAM_2018a","ZellerG_2014"
"Eubacterium_sp_3_1_31",0.898165824108136,16,"ThomasAM_2018a","ZellerG_2014"
"Megamonas_unclassified",0.714008922422807,17,"ThomasAM_2018a","ZellerG_2014"
"Eikenella_corrodens",0.510495854412037,19,"ThomasAM_2018a","ZellerG_2014"
"Megamonas_rupellensis",0.37129820466636,20,"ThomasAM_2018a","ZellerG_2014"
"Eubacterium_dolichum",0.583034350161747,18,"ThomasAM_2018a","ZellerG_2014"
"Roseburia_unclassified",0.933297086637247,15,"ThomasAM_2018a","ZellerG_2014"
"Eubacterium_ventriosum",4.46517940765505,3,"ThomasAM_2018a","ZellerG_2014"
"Peptostreptococcus_stomatis",4.03454163880967,5,"FengQ_2015","ZellerG_2014"
"Gemella_morbillorum",1.96580368042791,11,"FengQ_2015","ZellerG_2014"
"Fusobacterium_nucleatum",3.42947059800954,7,"FengQ_2015","ZellerG_2014"
"Parvimonas_micra",3.04566510130571,10,"FengQ_2015","ZellerG_2014"
"Parvimonas_unclassified",4.25735353575349,4,"FengQ_2015","ZellerG_2014"
"Porphyromonas_asaccharolytica",1.59702804700012,12,"FengQ_2015","ZellerG_2014"
"Eubacterium_rectale",4.54538091779832,2,"FengQ_2015","ZellerG_2014"
"Porphyromonas_somerae",1.24603379502331,13,"FengQ_2015","ZellerG_2014"
"candidate_division_TM7_single_cell_isolate_TM7b",1.07700889104247,14,"FengQ_2015","ZellerG_2014"
"Bilophila_unclassified",4.69772853770296,1,"FengQ_2015","ZellerG_2014"
"Solobacterium_moorei",3.2754358306269,9,"FengQ_2015","ZellerG_2014"
"Ruminococcus_bromii",3.95109330804209,6,"FengQ_2015","ZellerG_2014"
"Bifidobacterium_catenulatum",3.30383221529157,8,"FengQ_2015","ZellerG_2014"
"Eubacterium_sp_3_1_31",0.898165824108136,16,"FengQ_2015","ZellerG_2014"
"Megamonas_unclassified",0.714008922422807,17,"FengQ_2015","ZellerG_2014"
"Eikenella_corrodens",0.510495854412037,19,"FengQ_2015","ZellerG_2014"
"Megamonas_rupellensis",0.37129820466636,20,"FengQ_2015","ZellerG_2014"
"Eubacterium_dolichum",0.583034350161747,18,"FengQ_2015","ZellerG_2014"
"Roseburia_unclassified",0.933297086637247,15,"FengQ_2015","ZellerG_2014"
"Eubacterium_ventriosum",4.46517940765505,3,"FengQ_2015","ZellerG_2014"
"Peptostreptococcus_stomatis",2.34404406337788,5,"ZellerG_2014","ZellerG_2014"
"Gemella_morbillorum",1.16853911802019,11,"ZellerG_2014","ZellerG_2014"
"Fusobacterium_nucleatum",1.50974903963125,10,"ZellerG_2014","ZellerG_2014"
"Parvimonas_micra",2.40178321258905,4,"ZellerG_2014","ZellerG_2014"
"Parvimonas_unclassified",3.14934918636306,2,"ZellerG_2014","ZellerG_2014"
"Porphyromonas_asaccharolytica",0.580795442907844,13,"ZellerG_2014","ZellerG_2014"
"Eubacterium_rectale",2.58683435323322,3,"ZellerG_2014","ZellerG_2014"
"Porphyromonas_somerae",0.787799367310566,12,"ZellerG_2014","ZellerG_2014"
"candidate_division_TM7_single_cell_isolate_TM7b",0.469246686245557,17,"ZellerG_2014","ZellerG_2014"
"Bilophila_unclassified",4.77222729750482,1,"ZellerG_2014","ZellerG_2014"
"Solobacterium_moorei",1.94197216144221,7,"ZellerG_2014","ZellerG_2014"
"Ruminococcus_bromii",1.92836751507223,8,"ZellerG_2014","ZellerG_2014"
"Bifidobacterium_catenulatum",1.85568693656767,9,"ZellerG_2014","ZellerG_2014"
"Eubacterium_sp_3_1_31",0.386326025814228,18,"ZellerG_2014","ZellerG_2014"
"Megamonas_unclassified",0.489175686103393,16,"ZellerG_2014","ZellerG_2014"
"Eikenella_corrodens",0.135898315166925,20,"ZellerG_2014","ZellerG_2014"
"Megamonas_rupellensis",0.247201296061838,19,"ZellerG_2014","ZellerG_2014"
"Eubacterium_dolichum",0.528267673373863,15,"ZellerG_2014","ZellerG_2014"
"Roseburia_unclassified",0.542059090227657,14,"ZellerG_2014","ZellerG_2014"
"Eubacterium_ventriosum",2.14590583261075,6,"ZellerG_2014","ZellerG_2014"
"Gemella_morbillorum",4.34958747692467,3,"PRJEB27928","YuJ_2015"
"Parvimonas_micra",2.15036021163265,13,"PRJEB27928","YuJ_2015"
"Parvimonas_unclassified",4.62801302753375,2,"PRJEB27928","YuJ_2015"
"Clostridium_symbiosum",4.16549257888112,4,"PRJEB27928","YuJ_2015"
"Fusobacterium_nucleatum",2.9690745825526,11,"PRJEB27928","YuJ_2015"
"Peptostreptococcus_stomatis",5.31362049275646,1,"PRJEB27928","YuJ_2015"
"Clostridium_hathewayi",4.09788175183121,5,"PRJEB27928","YuJ_2015"
"Porphyromonas_asaccharolytica",2.15556185432944,12,"PRJEB27928","YuJ_2015"
"Solobacterium_moorei",4.08873574893055,6,"PRJEB27928","YuJ_2015"
"Clostridium_sp_ATCC_BAA_442",1.17454560844694,18,"PRJEB27928","YuJ_2015"
"Fusobacterium_mortiferum",1.02945943042215,19,"PRJEB27928","YuJ_2015"
"Clostridium_clostridioforme",2.09542958270495,15,"PRJEB27928","YuJ_2015"
"Clostridium_citroniae",3.2990102831784,9,"PRJEB27928","YuJ_2015"
"Eubacterium_ventriosum",3.8211371450479,7,"PRJEB27928","YuJ_2015"
"Eubacterium_limosum",1.37893618421174,16,"PRJEB27928","YuJ_2015"
"Bacteroides_fragilis",3.23442621656288,10,"PRJEB27928","YuJ_2015"
"Eubacterium_infirmum",0.504421540587485,20,"PRJEB27928","YuJ_2015"
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",1.36450692269615,17,"PRJEB27928","YuJ_2015"
"Eubacterium_eligens",3.68891037210691,8,"PRJEB27928","YuJ_2015"
"Peptostreptococcus_unclassified",2.11908122231049,14,"PRJEB27928","YuJ_2015"
"Gemella_morbillorum",4.34958747692467,3,"PRJDB4176","YuJ_2015"
"Parvimonas_micra",2.15036021163265,13,"PRJDB4176","YuJ_2015"
"Parvimonas_unclassified",4.62801302753375,2,"PRJDB4176","YuJ_2015"
"Clostridium_symbiosum",4.16549257888112,4,"PRJDB4176","YuJ_2015"
"Fusobacterium_nucleatum",2.9690745825526,11,"PRJDB4176","YuJ_2015"
"Peptostreptococcus_stomatis",5.31362049275646,1,"PRJDB4176","YuJ_2015"
"Clostridium_hathewayi",4.09788175183121,5,"PRJDB4176","YuJ_2015"
"Porphyromonas_asaccharolytica",2.15556185432944,12,"PRJDB4176","YuJ_2015"
"Solobacterium_moorei",4.08873574893055,6,"PRJDB4176","YuJ_2015"
"Clostridium_sp_ATCC_BAA_442",1.17454560844694,18,"PRJDB4176","YuJ_2015"
"Fusobacterium_mortiferum",1.02945943042215,19,"PRJDB4176","YuJ_2015"
"Clostridium_clostridioforme",2.09542958270495,15,"PRJDB4176","YuJ_2015"
"Clostridium_citroniae",3.2990102831784,9,"PRJDB4176","YuJ_2015"
"Eubacterium_ventriosum",3.8211371450479,7,"PRJDB4176","YuJ_2015"
"Eubacterium_limosum",1.37893618421174,16,"PRJDB4176","YuJ_2015"
"Bacteroides_fragilis",3.23442621656288,10,"PRJDB4176","YuJ_2015"
"Eubacterium_infirmum",0.504421540587485,20,"PRJDB4176","YuJ_2015"
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",1.36450692269615,17,"PRJDB4176","YuJ_2015"
"Eubacterium_eligens",3.68891037210691,8,"PRJDB4176","YuJ_2015"
"Peptostreptococcus_unclassified",2.11908122231049,14,"PRJDB4176","YuJ_2015"
"Gemella_morbillorum",4.34958747692467,3,"ZellerG_2014","YuJ_2015"
"Parvimonas_micra",2.15036021163265,13,"ZellerG_2014","YuJ_2015"
"Parvimonas_unclassified",4.62801302753375,2,"ZellerG_2014","YuJ_2015"
"Clostridium_symbiosum",4.16549257888112,4,"ZellerG_2014","YuJ_2015"
"Fusobacterium_nucleatum",2.9690745825526,11,"ZellerG_2014","YuJ_2015"
"Peptostreptococcus_stomatis",5.31362049275646,1,"ZellerG_2014","YuJ_2015"
"Clostridium_hathewayi",4.09788175183121,5,"ZellerG_2014","YuJ_2015"
"Porphyromonas_asaccharolytica",2.15556185432944,12,"ZellerG_2014","YuJ_2015"
"Solobacterium_moorei",4.08873574893055,6,"ZellerG_2014","YuJ_2015"
"Clostridium_sp_ATCC_BAA_442",1.17454560844694,18,"ZellerG_2014","YuJ_2015"
"Fusobacterium_mortiferum",1.02945943042215,19,"ZellerG_2014","YuJ_2015"
"Clostridium_clostridioforme",2.09542958270495,15,"ZellerG_2014","YuJ_2015"
"Clostridium_citroniae",3.2990102831784,9,"ZellerG_2014","YuJ_2015"
"Eubacterium_ventriosum",3.8211371450479,7,"ZellerG_2014","YuJ_2015"
"Eubacterium_limosum",1.37893618421174,16,"ZellerG_2014","YuJ_2015"
"Bacteroides_fragilis",3.23442621656288,10,"ZellerG_2014","YuJ_2015"
"Eubacterium_infirmum",0.504421540587485,20,"ZellerG_2014","YuJ_2015"
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",1.36450692269615,17,"ZellerG_2014","YuJ_2015"
"Eubacterium_eligens",3.68891037210691,8,"ZellerG_2014","YuJ_2015"
"Peptostreptococcus_unclassified",2.11908122231049,14,"ZellerG_2014","YuJ_2015"
"Gemella_morbillorum",4.34958747692467,3,"VogtmannE_2016","YuJ_2015"
"Parvimonas_micra",2.15036021163265,13,"VogtmannE_2016","YuJ_2015"
"Parvimonas_unclassified",4.62801302753375,2,"VogtmannE_2016","YuJ_2015"
"Clostridium_symbiosum",4.16549257888112,4,"VogtmannE_2016","YuJ_2015"
"Fusobacterium_nucleatum",2.9690745825526,11,"VogtmannE_2016","YuJ_2015"
"Peptostreptococcus_stomatis",5.31362049275646,1,"VogtmannE_2016","YuJ_2015"
"Clostridium_hathewayi",4.09788175183121,5,"VogtmannE_2016","YuJ_2015"
"Porphyromonas_asaccharolytica",2.15556185432944,12,"VogtmannE_2016","YuJ_2015"
"Solobacterium_moorei",4.08873574893055,6,"VogtmannE_2016","YuJ_2015"
"Clostridium_sp_ATCC_BAA_442",1.17454560844694,18,"VogtmannE_2016","YuJ_2015"
"Fusobacterium_mortiferum",1.02945943042215,19,"VogtmannE_2016","YuJ_2015"
"Clostridium_clostridioforme",2.09542958270495,15,"VogtmannE_2016","YuJ_2015"
"Clostridium_citroniae",3.2990102831784,9,"VogtmannE_2016","YuJ_2015"
"Eubacterium_ventriosum",3.8211371450479,7,"VogtmannE_2016","YuJ_2015"
"Eubacterium_limosum",1.37893618421174,16,"VogtmannE_2016","YuJ_2015"
"Bacteroides_fragilis",3.23442621656288,10,"VogtmannE_2016","YuJ_2015"
"Eubacterium_infirmum",0.504421540587485,20,"VogtmannE_2016","YuJ_2015"
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",1.36450692269615,17,"VogtmannE_2016","YuJ_2015"
"Eubacterium_eligens",3.68891037210691,8,"VogtmannE_2016","YuJ_2015"
"Peptostreptococcus_unclassified",2.11908122231049,14,"VogtmannE_2016","YuJ_2015"
"Gemella_morbillorum",4.34958747692467,3,"ThomasAM_2018b","YuJ_2015"
"Parvimonas_micra",2.15036021163265,13,"ThomasAM_2018b","YuJ_2015"
"Parvimonas_unclassified",4.62801302753375,2,"ThomasAM_2018b","YuJ_2015"
"Clostridium_symbiosum",4.16549257888112,4,"ThomasAM_2018b","YuJ_2015"
"Fusobacterium_nucleatum",2.9690745825526,11,"ThomasAM_2018b","YuJ_2015"
"Peptostreptococcus_stomatis",5.31362049275646,1,"ThomasAM_2018b","YuJ_2015"
"Clostridium_hathewayi",4.09788175183121,5,"ThomasAM_2018b","YuJ_2015"
"Porphyromonas_asaccharolytica",2.15556185432944,12,"ThomasAM_2018b","YuJ_2015"
"Solobacterium_moorei",4.08873574893055,6,"ThomasAM_2018b","YuJ_2015"
"Clostridium_sp_ATCC_BAA_442",1.17454560844694,18,"ThomasAM_2018b","YuJ_2015"
"Fusobacterium_mortiferum",1.02945943042215,19,"ThomasAM_2018b","YuJ_2015"
"Clostridium_clostridioforme",2.09542958270495,15,"ThomasAM_2018b","YuJ_2015"
"Clostridium_citroniae",3.2990102831784,9,"ThomasAM_2018b","YuJ_2015"
"Eubacterium_ventriosum",3.8211371450479,7,"ThomasAM_2018b","YuJ_2015"
"Eubacterium_limosum",1.37893618421174,16,"ThomasAM_2018b","YuJ_2015"
"Bacteroides_fragilis",3.23442621656288,10,"ThomasAM_2018b","YuJ_2015"
"Eubacterium_infirmum",0.504421540587485,20,"ThomasAM_2018b","YuJ_2015"
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",1.36450692269615,17,"ThomasAM_2018b","YuJ_2015"
"Eubacterium_eligens",3.68891037210691,8,"ThomasAM_2018b","YuJ_2015"
"Peptostreptococcus_unclassified",2.11908122231049,14,"ThomasAM_2018b","YuJ_2015"
"Gemella_morbillorum",4.34958747692467,3,"ThomasAM_2018a","YuJ_2015"
"Parvimonas_micra",2.15036021163265,13,"ThomasAM_2018a","YuJ_2015"
"Parvimonas_unclassified",4.62801302753375,2,"ThomasAM_2018a","YuJ_2015"
"Clostridium_symbiosum",4.16549257888112,4,"ThomasAM_2018a","YuJ_2015"
"Fusobacterium_nucleatum",2.9690745825526,11,"ThomasAM_2018a","YuJ_2015"
"Peptostreptococcus_stomatis",5.31362049275646,1,"ThomasAM_2018a","YuJ_2015"
"Clostridium_hathewayi",4.09788175183121,5,"ThomasAM_2018a","YuJ_2015"
"Porphyromonas_asaccharolytica",2.15556185432944,12,"ThomasAM_2018a","YuJ_2015"
"Solobacterium_moorei",4.08873574893055,6,"ThomasAM_2018a","YuJ_2015"
"Clostridium_sp_ATCC_BAA_442",1.17454560844694,18,"ThomasAM_2018a","YuJ_2015"
"Fusobacterium_mortiferum",1.02945943042215,19,"ThomasAM_2018a","YuJ_2015"
"Clostridium_clostridioforme",2.09542958270495,15,"ThomasAM_2018a","YuJ_2015"
"Clostridium_citroniae",3.2990102831784,9,"ThomasAM_2018a","YuJ_2015"
"Eubacterium_ventriosum",3.8211371450479,7,"ThomasAM_2018a","YuJ_2015"
"Eubacterium_limosum",1.37893618421174,16,"ThomasAM_2018a","YuJ_2015"
"Bacteroides_fragilis",3.23442621656288,10,"ThomasAM_2018a","YuJ_2015"
"Eubacterium_infirmum",0.504421540587485,20,"ThomasAM_2018a","YuJ_2015"
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",1.36450692269615,17,"ThomasAM_2018a","YuJ_2015"
"Eubacterium_eligens",3.68891037210691,8,"ThomasAM_2018a","YuJ_2015"
"Peptostreptococcus_unclassified",2.11908122231049,14,"ThomasAM_2018a","YuJ_2015"
"Gemella_morbillorum",4.34958747692467,3,"FengQ_2015","YuJ_2015"
"Parvimonas_micra",2.15036021163265,13,"FengQ_2015","YuJ_2015"
"Parvimonas_unclassified",4.62801302753375,2,"FengQ_2015","YuJ_2015"
"Clostridium_symbiosum",4.16549257888112,4,"FengQ_2015","YuJ_2015"
"Fusobacterium_nucleatum",2.9690745825526,11,"FengQ_2015","YuJ_2015"
"Peptostreptococcus_stomatis",5.31362049275646,1,"FengQ_2015","YuJ_2015"
"Clostridium_hathewayi",4.09788175183121,5,"FengQ_2015","YuJ_2015"
"Porphyromonas_asaccharolytica",2.15556185432944,12,"FengQ_2015","YuJ_2015"
"Solobacterium_moorei",4.08873574893055,6,"FengQ_2015","YuJ_2015"
"Clostridium_sp_ATCC_BAA_442",1.17454560844694,18,"FengQ_2015","YuJ_2015"
"Fusobacterium_mortiferum",1.02945943042215,19,"FengQ_2015","YuJ_2015"
"Clostridium_clostridioforme",2.09542958270495,15,"FengQ_2015","YuJ_2015"
"Clostridium_citroniae",3.2990102831784,9,"FengQ_2015","YuJ_2015"
"Eubacterium_ventriosum",3.8211371450479,7,"FengQ_2015","YuJ_2015"
"Eubacterium_limosum",1.37893618421174,16,"FengQ_2015","YuJ_2015"
"Bacteroides_fragilis",3.23442621656288,10,"FengQ_2015","YuJ_2015"
"Eubacterium_infirmum",0.504421540587485,20,"FengQ_2015","YuJ_2015"
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",1.36450692269615,17,"FengQ_2015","YuJ_2015"
"Eubacterium_eligens",3.68891037210691,8,"FengQ_2015","YuJ_2015"
"Peptostreptococcus_unclassified",2.11908122231049,14,"FengQ_2015","YuJ_2015"
"Gemella_morbillorum",2.47747850065164,5,"YuJ_2015","YuJ_2015"
"Parvimonas_micra",1.41425148819916,12,"YuJ_2015","YuJ_2015"
"Parvimonas_unclassified",3.25138600365029,3,"YuJ_2015","YuJ_2015"
"Clostridium_symbiosum",3.83994548802466,1,"YuJ_2015","YuJ_2015"
"Fusobacterium_nucleatum",1.00438563819368,14,"YuJ_2015","YuJ_2015"
"Peptostreptococcus_stomatis",3.21104225041175,4,"YuJ_2015","YuJ_2015"
"Clostridium_hathewayi",3.36813109080954,2,"YuJ_2015","YuJ_2015"
"Porphyromonas_asaccharolytica",0.720635042075,17,"YuJ_2015","YuJ_2015"
"Solobacterium_moorei",2.31078063678331,6,"YuJ_2015","YuJ_2015"
"Clostridium_sp_ATCC_BAA_442",0.567442066311271,18,"YuJ_2015","YuJ_2015"
"Fusobacterium_mortiferum",0.481281869929283,19,"YuJ_2015","YuJ_2015"
"Clostridium_clostridioforme",1.29018828629974,13,"YuJ_2015","YuJ_2015"
"Clostridium_citroniae",1.78920177655529,9,"YuJ_2015","YuJ_2015"
"Eubacterium_ventriosum",2.05462682778453,7,"YuJ_2015","YuJ_2015"
"Eubacterium_limosum",0.87817134485881,16,"YuJ_2015","YuJ_2015"
"Bacteroides_fragilis",1.81857183929034,8,"YuJ_2015","YuJ_2015"
"Eubacterium_infirmum",0.394722303448555,20,"YuJ_2015","YuJ_2015"
