"rowname","MeanDecreaseGini","Rank","FeatureCount","Sampling","RepeatTimes"
"Collinsella_intestinalis",0.19316508323218,48,50,140,6
"Escherichia_coli",1.66050055810932,19,50,140,6
"Porphyromonas_somerae",0.331388871586672,44,50,140,6
"Escherichia_unclassified",1.8014208902406,12,50,140,6
"Anaerostipes_unclassified",0.667815128686996,39,50,140,6
"Bacteroides_caccae",2.11407653577613,4,50,140,6
"Clostridium_citroniae",1.65609745208956,20,50,140,6
"Gemella_unclassified",0.808254099189421,35,50,140,6
"Eubacterium_eligens",1.72171494909166,14,50,140,6
"Ruminococcaceae_bacterium_D16",1.80591581737357,11,50,140,6
"Clostridium_scindens",0.918859203144485,34,50,140,6
"Ruminococcus_bromii",1.48132108410639,26,50,140,6
"Parvimonas_unclassified",2.82598210059054,3,50,140,5
"Fusobacterium_nucleatum",1.88920346865637,11,50,140,5
"Peptostreptococcus_stomatis",1.84733596955068,12,50,140,5
"Solobacterium_moorei",2.83203738232368,2,50,140,5
"Clostridium_symbiosum",2.91284598673499,1,50,140,5
"Gemella_morbillorum",1.50794334916431,18,50,140,5
"Parvimonas_micra",1.11880340290041,22,50,140,5
"Lachnospiraceae_bacterium_7_1_58FAA",2.40430975650291,7,50,140,5
"Alistipes_sp_AP11",1.02715203227269,27,50,140,5
"Porphyromonas_uenonis",0.55855568261947,33,50,140,5
"Porphyromonas_somerae",0.607578752736311,31,50,140,5
"Peptostreptococcus_anaerobius",0.393444714776194,39,50,140,5
"Bacteroides_stercoris",1.84007701625161,13,50,140,5
"Bacteroides_fragilis",2.43898821111102,5,50,140,5
"Prevotella_bivia",0.518135474956149,34,50,140,5
"Actinomyces_cardiffensis",0.465134601913705,36,50,140,5
"Streptococcus_tigurinus",0.885558841480918,28,50,140,5
"Prevotella_intermedia",0.258145328975902,45,50,140,5
"Clostridium_hathewayi",2.17488061486319,9,50,140,5
"Bacteroides_cellulosilyticus",1.71441932243802,15,50,140,5
"Streptococcus_constellatus",0.841159983150437,29,50,140,5
"Porphyromonas_asaccharolytica",1.19640306629213,21,50,140,5
"Streptococcus_salivarius",2.31975675351246,8,50,140,5
"Bifidobacterium_catenulatum",1.10698583423821,23,50,140,5
"Eubacterium_infirmum",0.729717688469029,30,50,140,5
"Prevotella_copri",1.09464067149164,24,50,140,5
"Slackia_unclassified",0.429309113185152,38,50,140,5
"Atopobium_rimae",0.584175395988139,32,50,140,5
"Ruminococcus_lactaris",1.39393189622678,19,50,140,5
"Streptococcus_thermophilus",1.57903516518275,17,50,140,5
"Bilophila_wadsworthia",1.95223809508559,10,50,140,5
"Peptostreptococcus_unclassified",1.08787136533722,25,50,140,5
"Eubacterium_eligens",2.41506161552169,6,50,140,5
"Lachnospiraceae_bacterium_8_1_57FAA",1.03876900160807,26,50,140,5
"Anaerococcus_vaginalis",0.279682140727805,42,50,140,5
"Campylobacter_ureolyticus",0.157446000349027,50,50,140,5
"Pseudomonas_unclassified",0.272152238296798,43,50,140,5
"Bacteroides_coprophilus",0.239615332621531,46,50,140,5
"Leptotrichia_unclassified",0.479681723594424,35,50,140,5
"Candidatus_Zinderia_insecticola",0.161051176213351,49,50,140,5
"Bacteroides_caccae",1.82967643912373,14,50,140,5
"Alistipes_indistinctus",1.31882545679934,20,50,140,5
"Fusobacterium_mortiferum",0.325683964958123,40,50,140,5
"Roseburia_intestinalis",1.57958441302628,16,50,140,5
"Lactobacillus_ruminis",0.232321927997136,47,50,140,5
"Bilophila_unclassified",2.46100147870679,4,50,140,5
"Clostridium_sp_KLE_1755",0.268577095992813,44,50,140,5
"Clostridium_sp_L2_50",0.454684266295057,37,50,140,5
"Eikenella_corrodens",0.3027271426899,41,50,140,5
"Anaerococcus_obesiensis",0.164274372963826,48,50,140,5
"Fusobacterium_nucleatum",1.97017085849706,9,50,140,4
"Peptostreptococcus_stomatis",2.8555988997076,1,50,140,4
"Gemella_morbillorum",1.99849714229815,8,50,140,4
"Solobacterium_moorei",2.68597504463219,3,50,140,4
"Porphyromonas_asaccharolytica",2.84223972362654,2,50,140,4
"Clostridium_symbiosum",1.9199241834944,10,50,140,4
"Parvimonas_unclassified",2.3286527925815,5,50,140,4
"Parvimonas_micra",1.83846220136509,12,50,140,4
"Atopobium_parvulum",1.79285067853567,14,50,140,4
"Clostridium_hathewayi",1.62737582578129,18,50,140,4
"Porphyromonas_uenonis",0.784771443472229,35,50,140,4
"Eubacterium_rectale",2.50853693732669,4,50,140,4
"Roseburia_hominis",2.09776784125013,6,50,140,4
"Olsenella_unclassified",1.05117551971309,28,50,140,4
"Atopobium_rimae",0.323423465919565,45,50,140,4
"Bacteroides_fragilis",1.28151693043024,23,50,140,4
"Anaerotruncus_colihominis",1.46948498553836,20,50,140,4
"Escherichia_unclassified",1.87067895992033,11,50,140,4
"Bacteroides_uniformis",1.63903933229974,17,50,140,4
"Haemophilus_parainfluenzae",1.13269630687391,26,50,140,4
"Butyricimonas_synergistica",0.851335686542879,32,50,140,4
"Clostridiales_bacterium_1_7_47FAA",1.27799953618828,24,50,140,4
"Ruminococcus_torques",2.05716228250702,7,50,140,4
"Actinomyces_cardiffensis",0.199887495840534,48,50,140,4
"Corynebacterium_durum",0.608219310036371,40,50,140,4
"Butyrivibrio_unclassified",1.11076572945653,27,50,140,4
"Streptococcus_infantis",1.60555628739137,19,50,140,4
"Prevotella_intermedia",0.16788873682773,50,50,140,4
"Clostridium_bolteae",1.71611856302048,16,50,140,4
"Prevotella_stercorea",0.984827169794112,30,50,140,4
"Lactobacillus_crispatus",0.3447853308721,44,50,140,4
"Streptococcus_australis",1.80768822833648,13,50,140,4
"Peptostreptococcus_anaerobius",0.397845684965912,42,50,140,4
"Klebsiella_unclassified",0.77602757290003,36,50,140,4
"Streptococcus_constellatus",0.787773681043688,34,50,140,4
"Coprobacillus_unclassified",1.21135383045921,25,50,140,4
"Bacteroides_pectinophilus",0.365087057487921,43,50,140,4
"Holdemania_unclassified",1.01018494059767,29,50,140,4
"Blautia_producta",0.690135585549293,37,50,140,4
"Acidaminococcus_unclassified",0.609347318950913,39,50,140,4
"Campylobacter_ureolyticus",0.314396401056877,46,50,140,4
"Peptostreptococcus_unclassified",0.569411877733227,41,50,140,4
"Bifidobacterium_animalis",0.850794062013913,33,50,140,4
"candidate_division_TM7_single_cell_isolate_TM7b",0.168298007234977,49,50,140,4
"Eubacterium_ventriosum",1.36514574522936,21,50,140,4
"Lactobacillus_delbrueckii",0.852059768814803,31,50,140,4
"Faecalibacterium_prausnitzii",1.74035767910082,15,50,140,4
"Enterococcus_faecalis",0.619963725653687,38,50,140,4
"Actinomyces_odontolyticus",1.35722109612715,22,50,140,4
"Clostridium_sp_ATCC_BAA_442",0.313883524115531,47,50,140,4
"Gemella_morbillorum",2.2882899806969,8,50,140,3
"Parvimonas_micra",0.87440216651567,26,50,140,3
"Parvimonas_unclassified",12.7206505336981,1,50,140,3
"Peptostreptococcus_stomatis",0.538803244530794,33,50,140,3
"Porphyromonas_asaccharolytica",1.28661495803158,20,50,140,3
"Parabacteroides_distasonis",1.90703583122501,11,50,140,3
"Bacteroides_fragilis",2.69378395689751,4,50,140,3
"Porphyromonas_uenonis",0.242540976378422,40,50,140,3
"Solobacterium_moorei",0.746051517429538,30,50,140,3
"Megasphaera_elsdenii",0.211537242480829,41,50,140,3
"Ruminococcus_torques",2.47905295862467,6,50,140,3
"Fusobacterium_nucleatum",0.518350530599372,35,50,140,3
"Porphyromonas_somerae",0.528483914539088,34,50,140,3
"Megamonas_funiformis",0.0884474288191082,46,50,140,3
"Coprococcus_sp_ART55_1",1.18909824526296,23,50,140,3
"Megamonas_hypermegale",0.0485763467392229,47,50,140,3
"Ruminococcus_callidus",1.2363875734788,22,50,140,3
"Actinomyces_cardiffensis",0.0428704685218824,48,50,140,3
"Clostridium_symbiosum",1.73990416685102,14,50,140,3
"Clostridiales_bacterium_1_7_47FAA",2.18819339560716,9,50,140,3
"Anaerofustis_stercorihominis",0.331363845011223,39,50,140,3
"Prevotella_intermedia",0.0170663213651775,49,50,140,3
"Coprococcus_comes",1.27496902468426,21,50,140,3
"Candidatus_Zinderia_insecticola",0.0969394978918126,44,50,140,3
"Anaerococcus_vaginalis",0.500365511670529,36,50,140,3
"Alistipes_indistinctus",2.0335541092093,10,50,140,3
"Klebsiella_unclassified",1.51577372475645,16,50,140,3
"Eggerthella_lenta",2.30948052655423,7,50,140,3
"candidate_division_TM7_single_cell_isolate_TM7b",0.0913066177581553,45,50,140,3
"Lachnospiraceae_bacterium_5_1_57FAA",1.57572483887833,15,50,140,3
"Burkholderiales_bacterium_1_1_47",0.919135604386069,25,50,140,3
"Filifactor_alocis",0.00771561771561772,50,50,140,3
"Eubacterium_eligens",2.64404668633961,5,50,140,3
"Pseudomonas_unclassified",0.422935459470929,38,50,140,3
"Bacteroides_coprocola",0.202757217666821,42,50,140,3
"Bacteroides_eggerthii",0.765652335343841,28,50,140,3
"Clostridium_hathewayi",1.74491835879033,13,50,140,3
"Blautia_hydrogenotrophica",0.713394886779627,31,50,140,3
"Collinsella_aerofaciens",1.75325121894593,12,50,140,3
"Granulicatella_adiacens",0.452832697340653,37,50,140,3
"Lachnospiraceae_bacterium_7_1_58FAA",3.00225093330051,3,50,140,3
"Clostridium_citroniae",5.88538420379053,2,50,140,3
"Eubacterium_rectale",1.35184166445466,19,50,140,3
"Parasutterella_excrementihominis",1.42978161983836,18,50,140,3
"Subdoligranulum_unclassified",1.43611423667602,17,50,140,3
"Parabacteroides_goldsteinii",0.556307790460734,32,50,140,3
"Actinomyces_graevenitzii",0.849089844221213,27,50,140,3
"Parabacteroides_merdae",0.749826084071141,29,50,140,3
"Faecalibacterium_prausnitzii",1.17342660994769,24,50,140,3
"candidate_division_TM7_single_cell_isolate_TM7c",0.101631761466938,43,50,140,3
"Parvimonas_unclassified",0.737683935350095,2,50,140,2
"Peptostreptococcus_stomatis",0.550111609065169,6,50,140,2
"Parvimonas_micra",0.393291520731512,10,50,140,2
"Gemella_morbillorum",0.240277138736886,26,50,140,2
"Solobacterium_moorei",0.69946304507127,3,50,140,2
"Bacteroides_fragilis",0.272208553666063,21,50,140,2
"Fusobacterium_nucleatum",0.342624309116996,12,50,140,2
"Bifidobacterium_longum",0.626768349379341,4,50,140,2
"Prevotella_intermedia",0,49,50,140,2
"Peptostreptococcus_unclassified",0.124652609308252,37,50,140,2
"Porphyromonas_asaccharolytica",0.810090594170391,1,50,140,2
"Clostridium_hathewayi",0.296179583738527,18,50,140,2
"candidate_division_TM7_single_cell_isolate_TM7c",0.202508247847783,28,50,140,2
"candidate_division_TM7_single_cell_isolate_TM7b",0.101184001541999,40,50,140,2
"Granulicatella_adiacens",0.455073282058673,8,50,140,2
"Anaerococcus_vaginalis",0.129097237164903,36,50,140,2
"Clostridium_symbiosum",0.24206178339242,24,50,140,2
"Lachnospiraceae_bacterium_2_1_58FAA",0.279479566230422,20,50,140,2
"Megamonas_hypermegale",0.0949558653529457,41,50,140,2
"Megamonas_unclassified",0.1218835276927,39,50,140,2
"Eubacterium_infirmum",0.0569647070967931,46,50,140,2
"Lachnospiraceae_bacterium_8_1_57FAA",0.239358481265323,27,50,140,2
"Lachnospiraceae_bacterium_1_1_57FAA",0.320758240276576,16,50,140,2
"Pediococcus_acidilactici",0.0489882380592719,47,50,140,2
"Bacteroides_clarus",0.409735280940922,9,50,140,2
"Lactobacillus_ruminis",0.0748347196886696,44,50,140,2
"Bifidobacterium_breve",0.164824321954848,33,50,140,2
"Sutterella_wadsworthensis",0.262713198984042,22,50,140,2
"Burkholderiales_bacterium_1_1_47",0.240281204783112,25,50,140,2
"Bacteroidales_bacterium_ph8",0.308037845744838,17,50,140,2
"Eubacterium_hallii",0.597314676713384,5,50,140,2
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",0.356360961328546,11,50,140,2
"Propionibacterium_freudenreichii",0,49,50,140,2
"Catenibacterium_mitsuokai",0.122414167689347,38,50,140,2
"Turicibacter_unclassified",0.0942602875555816,42,50,140,2
"Bacteroides_faecis",0.325184092800505,15,50,140,2
"Bacteroides_eggerthii",0.24259349905754,23,50,140,2
"Butyricicoccus_pullicaecorum",0.185716609878408,31,50,140,2
"Roseburia_inulinivorans",0.333348760516563,13,50,140,2
"Eubacterium_cylindroides",0.19384551653679,30,50,140,2
"Turicibacter_sanguinis",0.130967504698965,35,50,140,2
"Streptococcus_mitis_oralis_pneumoniae",0.329567117824925,14,50,140,2
"Peptostreptococcus_anaerobius",0.13812130444898,34,50,140,2
"Streptococcus_anginosus",0.286608979413521,19,50,140,2
"Actinomyces_cardiffensis",0,49,50,140,2
"Clostridium_celatum",0.0633220584113108,45,50,140,2
"Clostridium_sp_L2_50",0.0811740310393615,43,50,140,2
"Eubacterium_rectale",0.534176080232717,7,50,140,2
"Bacteroides_nordii",0.199170941494355,29,50,140,2
"Pseudomonas_aeruginosa",0.175599399006053,32,50,140,2
"Parvimonas_unclassified",0.636182812124535,3,50,140,1
"Parvimonas_micra",0.192549001501582,32,50,140,1
"Porphyromonas_asaccharolytica",0.569664434352683,5,50,140,1
"Gemella_morbillorum",0.298661080662266,20,50,140,1
"Clostridium_symbiosum",0.263948225913122,27,50,140,1
"Peptostreptococcus_stomatis",0.669109531985939,2,50,140,1
"Fusobacterium_nucleatum",0.363468461160791,14,50,140,1
"Porphyromonas_uenonis",0.181609253838506,33,50,140,1
"Solobacterium_moorei",0.67139343498776,1,50,140,1
"Bacteroides_caccae",0.421351706933131,10,50,140,1
"Clostridium_bolteae",0.322557797404133,17,50,140,1
"Desulfovibrio_desulfuricans",0.252133991716992,28,50,140,1
"Bacteroides_fragilis",0.423379095152167,9,50,140,1
"Bacteroides_nordii",0.207018492311836,31,50,140,1
"Lachnospiraceae_bacterium_3_1_46FAA",0.393534611324273,12,50,140,1
"Coprobacillus_unclassified",0.312492859740031,19,50,140,1
"Prevotella_intermedia",0,49,50,140,1
"Clostridium_hathewayi",0.274978317840716,24,50,140,1
"Subdoligranulum_unclassified",0.508868312204141,6,50,140,1
"Oxalobacter_formigenes",0.128635419777361,36,50,140,1
"Candidatus_Zinderia_insecticola",0.0144159506182336,47,50,140,1
"Slackia_unclassified",0.0777970402144382,42,50,140,1
"Eggerthella_lenta",0.247946129046269,29,50,140,1
"Lachnospiraceae_bacterium_7_1_58FAA",0.345080262048195,16,50,140,1
"Eubacterium_rectale",0.415731492358715,11,50,140,1
"Lachnospiraceae_bacterium_8_1_57FAA",0.177605563743974,34,50,140,1
"Granulicatella_adiacens",0.471430232395793,8,50,140,1
"Bifidobacterium_adolescentis",0.314248540571417,18,50,140,1
"Streptococcus_constellatus",0.171252370876856,35,50,140,1
"Streptococcus_thermophilus",0.572517382845042,4,50,140,1
"Peptostreptococcus_anaerobius",0.086902632828251,39,50,140,1
"Pseudomonas_unclassified",0.0707909247340207,43,50,140,1
"Akkermansia_muciniphila",0.297504735224355,21,50,140,1
"Acidaminococcus_intestini",0.23399775014001,30,50,140,1
"Streptococcus_oligofermentans",0,49,50,140,1
"Clostridiales_bacterium_1_7_47FAA",0.384236393190174,13,50,140,1
"Bacteroides_thetaiotaomicron",0.270429920335419,26,50,140,1
"Bacteroides_vulgatus",0.360296070354617,15,50,140,1
"Bilophila_wadsworthia",0.290584408744563,22,50,140,1
"Anaerococcus_vaginalis",0.103501386116862,37,50,140,1
"Megasphaera_unclassified",0.0932766667710079,38,50,140,1
"Dorea_longicatena",0.481700308244723,7,50,140,1
"Anaerococcus_obesiensis",0.00221228541573369,48,50,140,1
"Anaerofustis_stercorihominis",0.0484816950502373,44,50,140,1
"Clostridium_asparagiforme",0.276523036780104,23,50,140,1
"Pyramidobacter_piscolens",0.0828136873214603,40,50,140,1
"Clostridium_perfringens",0.0394177982437353,45,50,140,1
"Atopobium_minutum",0.018465509943441,46,50,140,1
"Alistipes_senegalensis",0.272323011195403,25,50,140,1
"Butyricimonas_synergistica",0.079619810658225,41,50,140,1
"Peptostreptococcus_stomatis",2.71489702067274,1,50,120,10
"Fusobacterium_nucleatum",1.61565307945258,11,50,120,10
"Ruminococcus_torques",2.22566999029275,3,50,120,10
"Gemella_morbillorum",0.844289578208483,34,50,120,10
"Parvimonas_unclassified",1.85915898057036,9,50,120,10
"Porphyromonas_asaccharolytica",1.37776868864634,16,50,120,10
"Parvimonas_micra",1.25666654738061,20,50,120,10
"Clostridium_symbiosum",2.07247061977746,4,50,120,10
"Alistipes_indistinctus",1.38132760032093,15,50,120,10
"Lachnospiraceae_bacterium_3_1_46FAA",1.16949367330312,22,50,120,10
"Alistipes_shahii",1.30883292989404,19,50,120,10
"Bacteroides_fragilis",1.96104285760957,6,50,120,10
"Eubacterium_siraeum",1.16643131191341,23,50,120,10
"Peptostreptococcus_unclassified",0.777531640644773,35,50,120,10
"Bifidobacterium_longum",1.58533235153694,12,50,120,10
"Anaerotruncus_colihominis",1.92128619964574,8,50,120,10
"Eubacterium_dolichum",0.291691875052469,43,50,120,10
"Klebsiella_oxytoca",0.274563390991494,44,50,120,10
"Porphyromonas_somerae",0.2685197930289,45,50,120,10
"Clostridium_citroniae",1.32762634783164,18,50,120,10
"Bacteroides_nordii",1.0924676311431,27,50,120,10
"Parabacteroides_distasonis",1.94149120853544,7,50,120,10
"Enterococcus_faecalis",0.646119093288571,36,50,120,10
"Olsenella_unclassified",1.15782191691579,24,50,120,10
"Bacteroides_salyersiae",0.623832221658144,38,50,120,10
"Bacteroides_cellulosilyticus",0.910345545239356,33,50,120,10
"Granulicatella_adiacens",0.976892899598465,30,50,120,10
"Klebsiella_unclassified",0.632340344506753,37,50,120,10
"Lachnospiraceae_bacterium_7_1_58FAA",2.3525288559831,2,50,120,10
"candidate_division_TM7_single_cell_isolate_TM7c",0.347557991710975,41,50,120,10
"Parabacteroides_unclassified",1.1246767477563,25,50,120,10
"Odoribacter_splanchnicus",0.963664592431979,31,50,120,10
"Prevotella_nigrescens",0.198299108072974,47,50,120,10
"Subdoligranulum_sp_4_3_54A2FAA",1.2199443016593,21,50,120,10
"Clostridium_hylemonae",0.310305722055439,42,50,120,10
"Clostridiales_bacterium_1_7_47FAA",1.35039899023707,17,50,120,10
"Bacteroides_eggerthii",0.941784034654044,32,50,120,10
"Roseburia_unclassified",1.08552606263745,28,50,120,10
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",1.45587679986175,14,50,120,10
"Porphyromonas_uenonis",0.220257757952487,46,50,120,10
"Actinomyces_oris",0.397305703000302,40,50,120,10
"Subdoligranulum_variabile",0.990989025984405,29,50,120,10
"Eubacterium_rectale",1.72391888255366,10,50,120,10
"Anaerotruncus_unclassified",1.1048583294422,26,50,120,10
"Oscillibacter_sp_KLE_1728",0.197974074599044,48,50,120,10
"Roseburia_intestinalis",1.49665083596722,13,50,120,10
"Streptococcus_constellatus",0.400536941538664,39,50,120,10
"Comamonas_unclassified",0.161383392569551,50,50,120,10
"Escherichia_coli",1.9856737850063,5,50,120,10
"candidate_division_TM7_single_cell_isolate_TM7b",0.185938429697405,49,50,120,10
"Parvimonas_unclassified",2.63220518885169,1,50,120,9
"Clostridium_symbiosum",2.11818359744935,3,50,120,9
"Gemella_morbillorum",1.91296075014249,8,50,120,9
"Peptostreptococcus_stomatis",1.93212992475252,6,50,120,9
"Clostridium_hathewayi",2.05676873390394,4,50,120,9
"Porphyromonas_asaccharolytica",1.29584133212823,15,50,120,9
"Parvimonas_micra",1.26883376819361,18,50,120,9
"Fusobacterium_nucleatum",0.836480852148828,29,50,120,9
"Solobacterium_moorei",2.00723525066031,5,50,120,9
"Ruminococcus_callidus",1.20647218579898,22,50,120,9
"Clostridiaceae_bacterium_JC118",1.00001012207974,27,50,120,9
"Anaerococcus_vaginalis",0.321970105081857,46,50,120,9
"Oscillibacter_sp_KLE_1745",0.633563994043482,35,50,120,9
"Adlercreutzia_equolifaciens",1.92932498880419,7,50,120,9
"Peptostreptococcus_anaerobius",0.454879326205747,40,50,120,9
"Bacteroides_nordii",1.14329105839358,25,50,120,9
"Clostridium_sp_L2_50",0.449346232439723,41,50,120,9
"Porphyromonas_somerae",0.397229264056615,43,50,120,9
"Bacteroides_stercoris",1.27068873893829,17,50,120,9
"Porphyromonas_uenonis",0.343202827164555,44,50,120,9
"Actinomyces_cardiffensis",0.331576934449495,45,50,120,9
"Bacteroides_fragilis",1.69038441514947,10,50,120,9
"Eubacterium_hallii",2.2475515704801,2,50,120,9
"Desulfovibrio_desulfuricans",0.945477167967134,28,50,120,9
"Atopobium_parvulum",0.745581832874937,33,50,120,9
"Clostridiales_bacterium_1_7_47FAA",1.16361265657613,24,50,120,9
"Bacteroides_vulgatus",1.37593306115122,13,50,120,9
"Clostridium_sp_ATCC_BAA_442",0.287817656710652,47,50,120,9
"Collinsella_tanakaei",0.48599358210158,39,50,120,9
"Megamonas_unclassified",0.602916415736532,36,50,120,9
"Prevotella_intermedia",0.250682453468355,49,50,120,9
"Alloprevotella_unclassified",0.283085161310379,48,50,120,9
"candidate_division_TM7_single_cell_isolate_TM7c",0.711435922263159,34,50,120,9
"Gordonibacter_pamelaeae",1.22435575759317,20,50,120,9
"Coprococcus_eutactus",0.438902774365254,42,50,120,9
"Aggregatibacter_segnis",0.0856316189704866,50,50,120,9
"Burkholderiales_bacterium_1_1_47",1.0475876477343,26,50,120,9
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",1.78245854131506,9,50,120,9
"Alistipes_indistinctus",1.25262055309742,19,50,120,9
"Bilophila_wadsworthia",1.21897122635434,21,50,120,9
"Sutterella_wadsworthensis",0.802469020921499,31,50,120,9
"Lachnospiraceae_bacterium_1_4_56FAA",0.756832167916837,32,50,120,9
"Eubacterium_rectale",1.3369543996002,14,50,120,9
"Lactobacillus_casei_paracasei",0.542790706252868,38,50,120,9
"Pseudoflavonifractor_capillosus",1.27757939669617,16,50,120,9
"Streptococcus_thermophilus",1.19022644450082,23,50,120,9
"Ruminococcus_torques",1.6086321906366,11,50,120,9
"Bacteroides_thetaiotaomicron",1.58894478149081,12,50,120,9
"Peptostreptococcus_unclassified",0.82200952393051,30,50,120,9
"Lachnospiraceae_bacterium_8_1_57FAA",0.566465902705323,37,50,120,9
"Solobacterium_moorei",2.0590763469131,3,50,120,8
"Parvimonas_unclassified",1.72398741012026,8,50,120,8
"Peptostreptococcus_stomatis",1.964413291915,4,50,120,8
"Parvimonas_micra",0.905636166477531,33,50,120,8
"Porphyromonas_asaccharolytica",1.39835839262096,13,50,120,8
"Fusobacterium_nucleatum",1.73989900572963,7,50,120,8
"Peptostreptococcus_unclassified",1.08978342584814,24,50,120,8
"Atopobium_parvulum",1.15441211582852,21,50,120,8
"Ruminococcus_torques",2.62998649883963,1,50,120,8
"Bacteroides_caccae",1.8350198131593,5,50,120,8
"Granulicatella_adiacens",1.24997775045076,19,50,120,8
"Bifidobacterium_catenulatum",0.870570209993984,34,50,120,8
"Bifidobacterium_longum",1.61274989024625,11,50,120,8
"Gemella_morbillorum",1.03516779662258,27,50,120,8
"Bacteroides_nordii",1.34931320929301,15,50,120,8
"Oxalobacter_formigenes",0.706114228171458,36,50,120,8
"Anaerococcus_vaginalis",0.456580310821189,44,50,120,8
"Holdemania_unclassified",0.968018954359127,31,50,120,8
"Anaerococcus_obesiensis",0.261689033265492,47,50,120,8
"Prevotella_stercorea",0.573654614185903,39,50,120,8
"Bifidobacterium_dentium",1.02547539857941,29,50,120,8
"Bifidobacterium_animalis",0.773624901384157,35,50,120,8
"Streptococcus_mitis_oralis_pneumoniae",1.67434531047545,9,50,120,8
"Parabacteroides_distasonis",2.15741441419933,2,50,120,8
"Lachnospiraceae_bacterium_3_1_46FAA",1.39193130543288,14,50,120,8
"Ruminococcus_gnavus",1.32377688890476,16,50,120,8
"Lachnospiraceae_bacterium_9_1_43BFAA",0.538718282133385,40,50,120,8
"Streptococcus_parasanguinis",1.2722877190757,17,50,120,8
"Megasphaera_unclassified",0.496070216837229,42,50,120,8
"Candidatus_Zinderia_insecticola",0.471437485018092,43,50,120,8
"Eggerthella_lenta",1.2641755715903,18,50,120,8
"Megamonas_hypermegale",0.621145749979727,37,50,120,8
"Porphyromonas_uenonis",0.341568278538186,45,50,120,8
"Klebsiella_unclassified",0.509928129097736,41,50,120,8
"Prevotella_bivia",0.159966173166854,49,50,120,8
"Bacteroides_thetaiotaomicron",1.79855103605272,6,50,120,8
"Porphyromonas_somerae",0.22679467211196,48,50,120,8
"Actinomyces_graevenitzii",1.03144087653534,28,50,120,8
"Subdoligranulum_sp_4_3_54A2FAA",0.955949784017795,32,50,120,8
"Ruminococcus_albus",0.991490655064724,30,50,120,8
"Clostridiaceae_bacterium_JC118",1.08051471902289,25,50,120,8
"Odoribacter_splanchnicus",1.14359461860176,22,50,120,8
"Anaerotruncus_colihominis",1.10559332117823,23,50,120,8
"Clostridium_scindens",1.06208716989476,26,50,120,8
"Dorea_formicigenerans",1.63822615215502,10,50,120,8
"Bacteroides_clarus",0.584326993426271,38,50,120,8
"Lachnospiraceae_bacterium_4_1_37FAA",0.326508784576305,46,50,120,8
"Anaerotruncus_unclassified",1.42742568422011,12,50,120,8
"Peptoniphilus_lacrimalis",0.139122414518174,50,50,120,8
"Holdemania_filiformis",1.22594942155675,20,50,120,8
"Parvimonas_unclassified",1.85260771380672,6,50,120,7
"Peptostreptococcus_stomatis",1.38105856437569,19,50,120,7
"Clostridium_symbiosum",1.95133259661814,5,50,120,7
"Eubacterium_eligens",2.02768130936354,4,50,120,7
"Fusobacterium_nucleatum",1.32765739246643,20,50,120,7
"Alistipes_unclassified",0.817976003368365,32,50,120,7
"Parvimonas_micra",0.752972173544062,34,50,120,7
"Clostridium_hathewayi",2.12431483400676,3,50,120,7
"Bacteroides_caccae",2.48240960571327,1,50,120,7
"Solobacterium_moorei",1.52790682722614,12,50,120,7
"Gemella_morbillorum",0.865354054889593,29,50,120,7
"Porphyromonas_asaccharolytica",0.704808299655917,37,50,120,7
"Eggerthella_unclassified",1.51310277696473,13,50,120,7
"Eubacterium_siraeum",1.07201325193806,27,50,120,7
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",1.41085208304017,16,50,120,7
"Alloscardovia_omnicolens",0.393140937075238,45,50,120,7
"Peptostreptococcus_anaerobius",0.565489401702727,39,50,120,7
"Anaerotruncus_colihominis",1.44699335850877,14,50,120,7
"Eggerthella_lenta",1.38992243045052,17,50,120,7
"Lachnospiraceae_bacterium_8_1_57FAA",0.720722228201664,35,50,120,7
"Bilophila_unclassified",2.32369864783013,2,50,120,7
"Barnesiella_intestinihominis",1.21467818882971,24,50,120,7
"Streptococcus_constellatus",0.480754498829137,42,50,120,7
"Eubacterium_limosum",0.550665925337356,40,50,120,7
"Clostridium_bolteae",1.71567549512622,9,50,120,7
"Bacteroides_plebeius",0.854880198282498,31,50,120,7
"Slackia_unclassified",0.475367093419041,43,50,120,7
"Streptococcus_vestibularis",0.864144648632156,30,50,120,7
"Desulfovibrio_desulfuricans",1.16076297573635,25,50,120,7
"Lactobacillus_delbrueckii",0.755928700295032,33,50,120,7
"Subdoligranulum_sp_4_3_54A2FAA",0.718455182429254,36,50,120,7
"Granulicatella_adiacens",0.946136839725267,28,50,120,7
"Alistipes_sp_AP11",1.09176577085481,26,50,120,7
"Enterococcus_durans",0.112598776492037,50,50,120,7
"Erysipelotrichaceae_bacterium_5_2_54FAA",0.447822522094215,44,50,120,7
"Coprococcus_comes",1.38686893645543,18,50,120,7
"Campylobacter_ureolyticus",0.182017826350487,48,50,120,7
"Eikenella_corrodens",0.138465607146261,49,50,120,7
"Collinsella_intestinalis",0.384804592102535,46,50,120,7
"Clostridium_sp_KLE_1755",0.338309629530844,47,50,120,7
"Oxalobacter_formigenes",0.528913092680213,41,50,120,7
