"rowname","MeanDecreaseGini","Rank","Study","RepeatTimes","Fold","FeatureCount"
"Streptococcus_gallolyticus",0.124325159513141,40,"ThomasAM_2018b",8,1,50
"Streptococcus_cristatus",0.210815280922904,33,"ThomasAM_2018b",8,1,50
"Actinobacillus_unclassified",0.103899257147624,44,"ThomasAM_2018b",8,1,50
"Megamonas_unclassified",0.0732661595116253,47,"ThomasAM_2018b",8,1,50
"Coprobacillus_sp_29_1",0.0281723273777602,50,"ThomasAM_2018b",8,1,50
"Bifidobacterium_animalis",0.165684764473379,37,"ThomasAM_2018b",8,1,50
"Lactobacillus_vaginalis",0.220255991274853,31,"ThomasAM_2018b",8,1,50
"Bulleidia_extructa",0.111670369169279,43,"ThomasAM_2018b",8,1,50
"Lactococcus_garvieae",0.151558329859257,38,"ThomasAM_2018b",8,1,50
"Atopobium_minutum",0.11354763409067,42,"ThomasAM_2018b",8,1,50
"Eubacterium_dolichum",0.0940557579953053,45,"ThomasAM_2018b",8,1,50
"Prevotella_intermedia",0.0501909834793124,49,"ThomasAM_2018b",8,1,50
"Porphyromonas_asaccharolytica",0.235717292371247,29,"ThomasAM_2018b",8,1,50
"Dorea_formicigenerans",0.680616681499784,12,"ThomasAM_2018b",8,1,50
"Gemella_haemolysans",0.129890847959612,39,"ThomasAM_2018b",8,1,50
"Actinomyces_massiliensis",0.204267202627839,34,"ThomasAM_2018b",8,1,50
"Gordonibacter_pamelaeae",0.481776083995146,18,"ThomasAM_2018b",8,1,50
"Parvimonas_unclassified",1.28493974432075,1,"ThomasAM_2018b",7,5,50
"Parvimonas_micra",0.85790167512691,4,"ThomasAM_2018b",7,5,50
"Gemella_morbillorum",0.684524635277184,9,"ThomasAM_2018b",7,5,50
"Peptostreptococcus_stomatis",0.856087026778991,5,"ThomasAM_2018b",7,5,50
"Clostridium_symbiosum",0.430936561915263,20,"ThomasAM_2018b",7,5,50
"Bacteroides_vulgatus",0.666951529007862,12,"ThomasAM_2018b",7,5,50
"Lachnospiraceae_bacterium_1_1_57FAA",0.577021445114156,15,"ThomasAM_2018b",7,5,50
"Bacteroides_dorei",0.855283248944531,6,"ThomasAM_2018b",7,5,50
"Actinomyces_graevenitzii",0.981543351020848,2,"ThomasAM_2018b",7,5,50
"Odoribacter_splanchnicus",0.609746067048948,14,"ThomasAM_2018b",7,5,50
"Escherichia_coli",0.640551160864742,13,"ThomasAM_2018b",7,5,50
"Solobacterium_moorei",0.92883779899045,3,"ThomasAM_2018b",7,5,50
"Fusobacterium_nucleatum",0.30831579885294,25,"ThomasAM_2018b",7,5,50
"Mitsuokella_multacida",0.4732628606684,18,"ThomasAM_2018b",7,5,50
"Acidaminococcus_unclassified",0.263288111077435,29,"ThomasAM_2018b",7,5,50
"Atopobium_rimae",0.125285341216816,42,"ThomasAM_2018b",7,5,50
"Streptococcus_anginosus",0.540062146010709,16,"ThomasAM_2018b",7,5,50
"Olsenella_uli",0.156478141919615,37,"ThomasAM_2018b",7,5,50
"Streptococcus_constellatus",0.240704807495915,31,"ThomasAM_2018b",7,5,50
"Alistipes_senegalensis",0.815208331216351,7,"ThomasAM_2018b",7,5,50
"Actinomyces_viscosus",0.425145417883073,21,"ThomasAM_2018b",7,5,50
"Lactobacillus_crispatus",0.0981158480847552,47,"ThomasAM_2018b",7,5,50
"Peptostreptococcus_anaerobius",0.258315268669465,30,"ThomasAM_2018b",7,5,50
"Coprobacillus_unclassified",0.363181794738119,23,"ThomasAM_2018b",7,5,50
"Escherichia_unclassified",0.675090985589335,11,"ThomasAM_2018b",7,5,50
"Coprobacter_fastidiosus",0.521017548644145,17,"ThomasAM_2018b",7,5,50
"Bifidobacterium_pseudocatenulatum",0.340693367929828,24,"ThomasAM_2018b",7,5,50
"Clostridium_clostridioforme",0.210964563953158,32,"ThomasAM_2018b",7,5,50
"Slackia_unclassified",0.111259475382567,46,"ThomasAM_2018b",7,5,50
"Granulicatella_unclassified",0.421230680248117,22,"ThomasAM_2018b",7,5,50
"Bacteroides_ovatus",0.770020670674029,8,"ThomasAM_2018b",7,5,50
"Prevotella_stercorea",0.189523765321504,34,"ThomasAM_2018b",7,5,50
"Oxalobacter_formigenes",0.270608827032892,28,"ThomasAM_2018b",7,5,50
"Streptococcus_gallolyticus",0.070559972542558,49,"ThomasAM_2018b",7,5,50
"Streptococcus_cristatus",0.307920008752823,26,"ThomasAM_2018b",7,5,50
"Actinobacillus_unclassified",0.145338163594871,39,"ThomasAM_2018b",7,5,50
"Megamonas_unclassified",0.129283759532298,41,"ThomasAM_2018b",7,5,50
"Coprobacillus_sp_29_1",0.01334981033477,50,"ThomasAM_2018b",7,5,50
"Bifidobacterium_animalis",0.188675617335659,35,"ThomasAM_2018b",7,5,50
"Lactobacillus_vaginalis",0.288396395134871,27,"ThomasAM_2018b",7,5,50
"Bulleidia_extructa",0.133022051259453,40,"ThomasAM_2018b",7,5,50
"Lactococcus_garvieae",0.123091253581536,43,"ThomasAM_2018b",7,5,50
"Atopobium_minutum",0.117856348850315,45,"ThomasAM_2018b",7,5,50
"Eubacterium_dolichum",0.11968876992256,44,"ThomasAM_2018b",7,5,50
"Prevotella_intermedia",0.0841990322624001,48,"ThomasAM_2018b",7,5,50
"Porphyromonas_asaccharolytica",0.153924518067673,38,"ThomasAM_2018b",7,5,50
"Dorea_formicigenerans",0.680628617200876,10,"ThomasAM_2018b",7,5,50
"Gemella_haemolysans",0.166677854837924,36,"ThomasAM_2018b",7,5,50
"Actinomyces_massiliensis",0.204266618974129,33,"ThomasAM_2018b",7,5,50
"Gordonibacter_pamelaeae",0.470485618676824,19,"ThomasAM_2018b",7,5,50
"Parvimonas_unclassified",1.08128421915313,1,"ThomasAM_2018b",7,4,50
"Parvimonas_micra",0.910514811567511,2,"ThomasAM_2018b",7,4,50
"Gemella_morbillorum",0.754780725122596,10,"ThomasAM_2018b",7,4,50
"Peptostreptococcus_stomatis",0.60137668403024,16,"ThomasAM_2018b",7,4,50
"Clostridium_symbiosum",0.331905459987667,25,"ThomasAM_2018b",7,4,50
"Bacteroides_vulgatus",0.798852013430419,7,"ThomasAM_2018b",7,4,50
"Lachnospiraceae_bacterium_1_1_57FAA",0.413707054735631,22,"ThomasAM_2018b",7,4,50
"Bacteroides_dorei",0.827953377654544,4,"ThomasAM_2018b",7,4,50
"Actinomyces_graevenitzii",0.81943790425581,5,"ThomasAM_2018b",7,4,50
"Odoribacter_splanchnicus",0.791698113775612,8,"ThomasAM_2018b",7,4,50
"Escherichia_coli",0.806702300675085,6,"ThomasAM_2018b",7,4,50
"Solobacterium_moorei",0.866791826078558,3,"ThomasAM_2018b",7,4,50
"Fusobacterium_nucleatum",0.159799424455173,40,"ThomasAM_2018b",7,4,50
"Mitsuokella_multacida",0.539354506223272,18,"ThomasAM_2018b",7,4,50
"Acidaminococcus_unclassified",0.262645382448967,29,"ThomasAM_2018b",7,4,50
"Atopobium_rimae",0.0441108441265979,49,"ThomasAM_2018b",7,4,50
"Streptococcus_anginosus",0.391757826218791,24,"ThomasAM_2018b",7,4,50
"Olsenella_uli",0.0712397567784762,46,"ThomasAM_2018b",7,4,50
"Streptococcus_constellatus",0.429877296307247,20,"ThomasAM_2018b",7,4,50
"Alistipes_senegalensis",0.628209016633359,13,"ThomasAM_2018b",7,4,50
"Actinomyces_viscosus",0.467041690426854,19,"ThomasAM_2018b",7,4,50
"Lactobacillus_crispatus",0.229188443088812,31,"ThomasAM_2018b",7,4,50
"Peptostreptococcus_anaerobius",0.183120269744344,36,"ThomasAM_2018b",7,4,50
"Coprobacillus_unclassified",0.608452849999675,15,"ThomasAM_2018b",7,4,50
"Escherichia_unclassified",0.783974535694163,9,"ThomasAM_2018b",7,4,50
"Coprobacter_fastidiosus",0.3971479935659,23,"ThomasAM_2018b",7,4,50
"Bifidobacterium_pseudocatenulatum",0.654724726294932,12,"ThomasAM_2018b",7,4,50
"Clostridium_clostridioforme",0.167422547223497,39,"ThomasAM_2018b",7,4,50
"Slackia_unclassified",0.0456344394101384,48,"ThomasAM_2018b",7,4,50
"Granulicatella_unclassified",0.413883299763592,21,"ThomasAM_2018b",7,4,50
"Bacteroides_ovatus",0.735466857695056,11,"ThomasAM_2018b",7,4,50
"Prevotella_stercorea",0.291833863571281,28,"ThomasAM_2018b",7,4,50
"Oxalobacter_formigenes",0.300579140327084,27,"ThomasAM_2018b",7,4,50
"Streptococcus_gallolyticus",0.124921190441517,43,"ThomasAM_2018b",7,4,50
"Streptococcus_cristatus",0.227189905336725,32,"ThomasAM_2018b",7,4,50
"Actinobacillus_unclassified",0.0689900746605106,47,"ThomasAM_2018b",7,4,50
"Megamonas_unclassified",0.0865956389288376,44,"ThomasAM_2018b",7,4,50
"Coprobacillus_sp_29_1",0.0180156907379968,50,"ThomasAM_2018b",7,4,50
"Bifidobacterium_animalis",0.18086554013521,37,"ThomasAM_2018b",7,4,50
"Lactobacillus_vaginalis",0.319461348120034,26,"ThomasAM_2018b",7,4,50
"Bulleidia_extructa",0.125629491906002,42,"ThomasAM_2018b",7,4,50
"Lactococcus_garvieae",0.183423541726305,35,"ThomasAM_2018b",7,4,50
"Atopobium_minutum",0.191678636587318,33,"ThomasAM_2018b",7,4,50
"Eubacterium_dolichum",0.12679902030292,41,"ThomasAM_2018b",7,4,50
"Prevotella_intermedia",0.180488177653127,38,"ThomasAM_2018b",7,4,50
"Porphyromonas_asaccharolytica",0.240333278431783,30,"ThomasAM_2018b",7,4,50
"Dorea_formicigenerans",0.573438188161553,17,"ThomasAM_2018b",7,4,50
"Gemella_haemolysans",0.0836012513817605,45,"ThomasAM_2018b",7,4,50
"Actinomyces_massiliensis",0.184681929341883,34,"ThomasAM_2018b",7,4,50
"Gordonibacter_pamelaeae",0.611415687456304,14,"ThomasAM_2018b",7,4,50
"Parvimonas_unclassified",1.39790227687446,1,"ThomasAM_2018b",7,3,50
"Parvimonas_micra",0.721628289585519,12,"ThomasAM_2018b",7,3,50
"Gemella_morbillorum",1.02361627642609,2,"ThomasAM_2018b",7,3,50
"Peptostreptococcus_stomatis",0.919638287861461,3,"ThomasAM_2018b",7,3,50
"Clostridium_symbiosum",0.433019596603911,23,"ThomasAM_2018b",7,3,50
"Bacteroides_vulgatus",0.917893650622993,4,"ThomasAM_2018b",7,3,50
"Lachnospiraceae_bacterium_1_1_57FAA",0.383080018743121,25,"ThomasAM_2018b",7,3,50
"Bacteroides_dorei",0.729572280033065,9,"ThomasAM_2018b",7,3,50
"Actinomyces_graevenitzii",0.635401202949906,14,"ThomasAM_2018b",7,3,50
"Odoribacter_splanchnicus",0.819538136578861,6,"ThomasAM_2018b",7,3,50
"Escherichia_coli",0.825755602368851,5,"ThomasAM_2018b",7,3,50
"Solobacterium_moorei",0.766160250359079,7,"ThomasAM_2018b",7,3,50
"Fusobacterium_nucleatum",0.282306267801933,30,"ThomasAM_2018b",7,3,50
"Mitsuokella_multacida",0.645053666398515,13,"ThomasAM_2018b",7,3,50
"Acidaminococcus_unclassified",0.233615461931351,32,"ThomasAM_2018b",7,3,50
"Atopobium_rimae",0.0620956971912442,49,"ThomasAM_2018b",7,3,50
"Streptococcus_anginosus",0.480793516245341,19,"ThomasAM_2018b",7,3,50
"Olsenella_uli",0.138999721291144,41,"ThomasAM_2018b",7,3,50
"Streptococcus_constellatus",0.277038045982917,31,"ThomasAM_2018b",7,3,50
"Alistipes_senegalensis",0.728525615392379,10,"ThomasAM_2018b",7,3,50
"Actinomyces_viscosus",0.479581108621228,20,"ThomasAM_2018b",7,3,50
"Lactobacillus_crispatus",0.297263172772657,29,"ThomasAM_2018b",7,3,50
"Peptostreptococcus_anaerobius",0.144629641875521,40,"ThomasAM_2018b",7,3,50
"Coprobacillus_unclassified",0.558860540091018,16,"ThomasAM_2018b",7,3,50
"Escherichia_unclassified",0.750113422532759,8,"ThomasAM_2018b",7,3,50
"Coprobacter_fastidiosus",0.465782092581479,21,"ThomasAM_2018b",7,3,50
"Bifidobacterium_pseudocatenulatum",0.529546968532633,18,"ThomasAM_2018b",7,3,50
"Clostridium_clostridioforme",0.149828858183875,39,"ThomasAM_2018b",7,3,50
"Slackia_unclassified",0.068252156905792,47,"ThomasAM_2018b",7,3,50
"Granulicatella_unclassified",0.453757567335442,22,"ThomasAM_2018b",7,3,50
"Bacteroides_ovatus",0.7224060224772,11,"ThomasAM_2018b",7,3,50
"Prevotella_stercorea",0.305439923799861,28,"ThomasAM_2018b",7,3,50
"Oxalobacter_formigenes",0.414625341284165,24,"ThomasAM_2018b",7,3,50
"Streptococcus_gallolyticus",0.179308088839537,34,"ThomasAM_2018b",7,3,50
"Streptococcus_cristatus",0.151112879515199,38,"ThomasAM_2018b",7,3,50
"Actinobacillus_unclassified",0.0658577663856258,48,"ThomasAM_2018b",7,3,50
"Megamonas_unclassified",0.0759619133063154,45,"ThomasAM_2018b",7,3,50
"Coprobacillus_sp_29_1",0.069979690302714,46,"ThomasAM_2018b",7,3,50
"Bifidobacterium_animalis",0.305835196604456,27,"ThomasAM_2018b",7,3,50
"Lactobacillus_vaginalis",0.166508634478849,36,"ThomasAM_2018b",7,3,50
"Bulleidia_extructa",0.131597898273695,43,"ThomasAM_2018b",7,3,50
"Lactococcus_garvieae",0.152185273815982,37,"ThomasAM_2018b",7,3,50
"Atopobium_minutum",0.222857901746941,33,"ThomasAM_2018b",7,3,50
"Eubacterium_dolichum",0.0370826450470397,50,"ThomasAM_2018b",7,3,50
"Prevotella_intermedia",0.136501866494553,42,"ThomasAM_2018b",7,3,50
"Porphyromonas_asaccharolytica",0.166775922069915,35,"ThomasAM_2018b",7,3,50
"Dorea_formicigenerans",0.61942625108466,15,"ThomasAM_2018b",7,3,50
"Gemella_haemolysans",0.103850926058916,44,"ThomasAM_2018b",7,3,50
"Actinomyces_massiliensis",0.341116504023568,26,"ThomasAM_2018b",7,3,50
"Gordonibacter_pamelaeae",0.551371318655999,17,"ThomasAM_2018b",7,3,50
"Parvimonas_unclassified",6.70119675084582,1,"ThomasAM_2018b",7,2,50
"Parvimonas_micra",0.362818679529645,14,"ThomasAM_2018b",7,2,50
"Gemella_morbillorum",0.979588120309416,4,"ThomasAM_2018b",7,2,50
"Peptostreptococcus_stomatis",0.687590889444458,8,"ThomasAM_2018b",7,2,50
"Clostridium_symbiosum",0.120525819100957,25,"ThomasAM_2018b",7,2,50
"Bacteroides_vulgatus",0.492265116280892,10,"ThomasAM_2018b",7,2,50
"Lachnospiraceae_bacterium_1_1_57FAA",0.202615517050799,19,"ThomasAM_2018b",7,2,50
"Bacteroides_dorei",0.457168618270485,11,"ThomasAM_2018b",7,2,50
"Actinomyces_graevenitzii",5.35193212319611,2,"ThomasAM_2018b",7,2,50
"Odoribacter_splanchnicus",0.79494173522758,5,"ThomasAM_2018b",7,2,50
"Escherichia_coli",0.790256479338939,6,"ThomasAM_2018b",7,2,50
"Solobacterium_moorei",0.328937022689971,15,"ThomasAM_2018b",7,2,50
"Fusobacterium_nucleatum",0.0424501760253477,32,"ThomasAM_2018b",7,2,50
"Mitsuokella_multacida",0.127669417579111,24,"ThomasAM_2018b",7,2,50
"Acidaminococcus_unclassified",0.0973605080394944,27,"ThomasAM_2018b",7,2,50
"Atopobium_rimae",0.00715789473684211,44,"ThomasAM_2018b",7,2,50
"Streptococcus_anginosus",0.23055505101179,18,"ThomasAM_2018b",7,2,50
"Olsenella_uli",0.0217779487179487,37,"ThomasAM_2018b",7,2,50
"Streptococcus_constellatus",0.0248214285714286,36,"ThomasAM_2018b",7,2,50
"Alistipes_senegalensis",1.61306679009026,3,"ThomasAM_2018b",7,2,50
"Actinomyces_viscosus",0.196850821288759,20,"ThomasAM_2018b",7,2,50
"Lactobacillus_crispatus",0.0438385213032582,31,"ThomasAM_2018b",7,2,50
"Peptostreptococcus_anaerobius",0.0451486597299641,30,"ThomasAM_2018b",7,2,50
"Coprobacillus_unclassified",0.052801614136351,29,"ThomasAM_2018b",7,2,50
"Escherichia_unclassified",0.552303746581838,9,"ThomasAM_2018b",7,2,50
"Coprobacter_fastidiosus",0.160890674371188,22,"ThomasAM_2018b",7,2,50
"Bifidobacterium_pseudocatenulatum",0.752447319316037,7,"ThomasAM_2018b",7,2,50
"Clostridium_clostridioforme",0.0398855354655664,33,"ThomasAM_2018b",7,2,50
"Slackia_unclassified",0.00369230769230769,47,"ThomasAM_2018b",7,2,50
"Granulicatella_unclassified",0.0861439138313576,28,"ThomasAM_2018b",7,2,50
"Bacteroides_ovatus",0.407990047354229,12,"ThomasAM_2018b",7,2,50
"Prevotella_stercorea",0.130929371606939,23,"ThomasAM_2018b",7,2,50
"Oxalobacter_formigenes",0.175204657125037,21,"ThomasAM_2018b",7,2,50
"Streptococcus_gallolyticus",0.0212262087770747,38,"ThomasAM_2018b",7,2,50
"Streptococcus_cristatus",0.111048271842773,26,"ThomasAM_2018b",7,2,50
"Actinobacillus_unclassified",0.0185097384097384,39,"ThomasAM_2018b",7,2,50
"Megamonas_unclassified",0.0184148148148148,40,"ThomasAM_2018b",7,2,50
"Coprobacillus_sp_29_1",0,49,"ThomasAM_2018b",7,2,50
"Bifidobacterium_animalis",0.003,48,"ThomasAM_2018b",7,2,50
"Lactobacillus_vaginalis",0.280379222820766,16,"ThomasAM_2018b",7,2,50
"Bulleidia_extructa",0.00622222222222222,45,"ThomasAM_2018b",7,2,50
"Lactococcus_garvieae",0.0336100837005185,34,"ThomasAM_2018b",7,2,50
"Atopobium_minutum",0.0248322408026756,35,"ThomasAM_2018b",7,2,50
"Eubacterium_dolichum",0.00380952380952381,46,"ThomasAM_2018b",7,2,50
"Prevotella_intermedia",0.0108761904761905,42,"ThomasAM_2018b",7,2,50
"Porphyromonas_asaccharolytica",0,49,"ThomasAM_2018b",7,2,50
"Dorea_formicigenerans",0.380698297346624,13,"ThomasAM_2018b",7,2,50
"Gemella_haemolysans",0.0107329192546584,43,"ThomasAM_2018b",7,2,50
"Actinomyces_massiliensis",0.0138831168831169,41,"ThomasAM_2018b",7,2,50
"Gordonibacter_pamelaeae",0.25076720631251,17,"ThomasAM_2018b",7,2,50
"Parvimonas_unclassified",5.89111322921192,1,"ThomasAM_2018b",7,1,50
"Parvimonas_micra",0.951965326175159,8,"ThomasAM_2018b",7,1,50
"Gemella_morbillorum",2.5464665427223,2,"ThomasAM_2018b",7,1,50
"Peptostreptococcus_stomatis",1.01107510501384,7,"ThomasAM_2018b",7,1,50
"Clostridium_symbiosum",0.0968629443162691,28,"ThomasAM_2018b",7,1,50
"Bacteroides_vulgatus",0.572941990920187,12,"ThomasAM_2018b",7,1,50
"Lachnospiraceae_bacterium_1_1_57FAA",0.107085465761985,27,"ThomasAM_2018b",7,1,50
"Bacteroides_dorei",1.28921175828341,4,"ThomasAM_2018b",7,1,50
"Actinomyces_graevenitzii",1.44942804107953,3,"ThomasAM_2018b",7,1,50
"Odoribacter_splanchnicus",0.16151918591802,24,"ThomasAM_2018b",7,1,50
"Escherichia_coli",0.57006112895809,13,"ThomasAM_2018b",7,1,50
"Solobacterium_moorei",0.788928006434894,11,"ThomasAM_2018b",7,1,50
"Fusobacterium_nucleatum",0.0383776089159068,34,"ThomasAM_2018b",7,1,50
"Mitsuokella_multacida",0.816197979445469,10,"ThomasAM_2018b",7,1,50
"Acidaminococcus_unclassified",0.0749260067087351,29,"ThomasAM_2018b",7,1,50
"Atopobium_rimae",0.00266666666666667,48,"ThomasAM_2018b",7,1,50
"Streptococcus_anginosus",0.055232148357468,32,"ThomasAM_2018b",7,1,50
"Olsenella_uli",0.0223471259175607,38,"ThomasAM_2018b",7,1,50
"Streptococcus_constellatus",0.0439672011138137,33,"ThomasAM_2018b",7,1,50
"Alistipes_senegalensis",1.04797723377822,6,"ThomasAM_2018b",7,1,50
"Actinomyces_viscosus",0.292999336667098,17,"ThomasAM_2018b",7,1,50
"Lactobacillus_crispatus",0.347215822080551,15,"ThomasAM_2018b",7,1,50
"Peptostreptococcus_anaerobius",0.0156152517494453,40,"ThomasAM_2018b",7,1,50
"Coprobacillus_unclassified",0.145422173670897,25,"ThomasAM_2018b",7,1,50
"Escherichia_unclassified",1.19614672552847,5,"ThomasAM_2018b",7,1,50
"Coprobacter_fastidiosus",0.0697778031571874,30,"ThomasAM_2018b",7,1,50
"Bifidobacterium_pseudocatenulatum",0.299561990755944,16,"ThomasAM_2018b",7,1,50
"Clostridium_clostridioforme",0.0345262694081916,37,"ThomasAM_2018b",7,1,50
"Slackia_unclassified",0.010789010989011,44,"ThomasAM_2018b",7,1,50
"Granulicatella_unclassified",0.166597982013941,23,"ThomasAM_2018b",7,1,50
"Bacteroides_ovatus",0.905179364539185,9,"ThomasAM_2018b",7,1,50
"Prevotella_stercorea",0.377608608847843,14,"ThomasAM_2018b",7,1,50
"Oxalobacter_formigenes",0.194255042943844,21,"ThomasAM_2018b",7,1,50
"Streptococcus_gallolyticus",0.036026222120959,35,"ThomasAM_2018b",7,1,50
"Streptococcus_cristatus",0.0153011695906433,41,"ThomasAM_2018b",7,1,50
"Actinobacillus_unclassified",0.013880293040293,42,"ThomasAM_2018b",7,1,50
"Megamonas_unclassified",0.00366666666666667,46,"ThomasAM_2018b",7,1,50
"Coprobacillus_sp_29_1",0,49,"ThomasAM_2018b",7,1,50
"Bifidobacterium_animalis",0.0558969805160813,31,"ThomasAM_2018b",7,1,50
"Lactobacillus_vaginalis",0.236783984463126,20,"ThomasAM_2018b",7,1,50
"Bulleidia_extructa",0.00333333333333333,47,"ThomasAM_2018b",7,1,50
"Lactococcus_garvieae",0.193956843182189,22,"ThomasAM_2018b",7,1,50
"Atopobium_minutum",0.0136296296296296,43,"ThomasAM_2018b",7,1,50
"Eubacterium_dolichum",0.0350360705960706,36,"ThomasAM_2018b",7,1,50
"Prevotella_intermedia",0,49,"ThomasAM_2018b",7,1,50
"Porphyromonas_asaccharolytica",0.00383333333333334,45,"ThomasAM_2018b",7,1,50
"Dorea_formicigenerans",0.279988491891525,18,"ThomasAM_2018b",7,1,50
"Gemella_haemolysans",0.021662962962963,39,"ThomasAM_2018b",7,1,50
"Actinomyces_massiliensis",0.13284769411075,26,"ThomasAM_2018b",7,1,50
"Gordonibacter_pamelaeae",0.242493225234769,19,"ThomasAM_2018b",7,1,50
"Parvimonas_unclassified",5.69977561116052,1,"ThomasAM_2018b",6,5,50
"Parvimonas_micra",0.996011030398599,9,"ThomasAM_2018b",6,5,50
"Gemella_morbillorum",1.63203421912775,2,"ThomasAM_2018b",6,5,50
"Peptostreptococcus_stomatis",1.3338945447053,5,"ThomasAM_2018b",6,5,50
"Clostridium_symbiosum",0.318290238830031,17,"ThomasAM_2018b",6,5,50
"Bacteroides_vulgatus",0.82585043086478,10,"ThomasAM_2018b",6,5,50
"Lachnospiraceae_bacterium_1_1_57FAA",0.120714857437113,32,"ThomasAM_2018b",6,5,50
"Bacteroides_dorei",0.281459185240763,19,"ThomasAM_2018b",6,5,50
"Actinomyces_graevenitzii",1.5312021801067,3,"ThomasAM_2018b",6,5,50
"Odoribacter_splanchnicus",1.15436115851577,7,"ThomasAM_2018b",6,5,50
"Escherichia_coli",1.18394857122479,6,"ThomasAM_2018b",6,5,50
"Solobacterium_moorei",0.535286400901601,12,"ThomasAM_2018b",6,5,50
"Fusobacterium_nucleatum",0.11584026886842,33,"ThomasAM_2018b",6,5,50
"Mitsuokella_multacida",0.177187484737716,26,"ThomasAM_2018b",6,5,50
"Acidaminococcus_unclassified",0.133875953722964,30,"ThomasAM_2018b",6,5,50
"Atopobium_rimae",0.00354461538461538,45,"ThomasAM_2018b",6,5,50
"Streptococcus_anginosus",0.480599919233491,13,"ThomasAM_2018b",6,5,50
"Olsenella_uli",0.0740052920904463,37,"ThomasAM_2018b",6,5,50
"Streptococcus_constellatus",0.124553026341142,31,"ThomasAM_2018b",6,5,50
"Alistipes_senegalensis",1.02404470745832,8,"ThomasAM_2018b",6,5,50
"Actinomyces_viscosus",0.433325782495247,14,"ThomasAM_2018b",6,5,50
"Lactobacillus_crispatus",0.147099304456208,29,"ThomasAM_2018b",6,5,50
"Peptostreptococcus_anaerobius",0.219816024500704,21,"ThomasAM_2018b",6,5,50
"Coprobacillus_unclassified",0.206735797121892,24,"ThomasAM_2018b",6,5,50
"Escherichia_unclassified",1.34921508368528,4,"ThomasAM_2018b",6,5,50
"Coprobacter_fastidiosus",0.353950156155096,16,"ThomasAM_2018b",6,5,50
"Bifidobacterium_pseudocatenulatum",0.174592092104606,27,"ThomasAM_2018b",6,5,50
"Clostridium_clostridioforme",0.0447579222221501,40,"ThomasAM_2018b",6,5,50
"Slackia_unclassified",0,48,"ThomasAM_2018b",6,5,50
"Granulicatella_unclassified",0.587033222626089,11,"ThomasAM_2018b",6,5,50
"Bacteroides_ovatus",0.21818441657206,22,"ThomasAM_2018b",6,5,50
"Prevotella_stercorea",0.367411051162183,15,"ThomasAM_2018b",6,5,50
"Oxalobacter_formigenes",0.293319411141655,18,"ThomasAM_2018b",6,5,50
"Streptococcus_gallolyticus",0.0927890468950523,34,"ThomasAM_2018b",6,5,50
"Streptococcus_cristatus",0.2101645223476,23,"ThomasAM_2018b",6,5,50
"Actinobacillus_unclassified",0,48,"ThomasAM_2018b",6,5,50
"Megamonas_unclassified",0.0919708766043674,35,"ThomasAM_2018b",6,5,50
"Coprobacillus_sp_29_1",0,48,"ThomasAM_2018b",6,5,50
"Bifidobacterium_animalis",0.0241075959128591,42,"ThomasAM_2018b",6,5,50
"Lactobacillus_vaginalis",0.153085761795566,28,"ThomasAM_2018b",6,5,50
"Bulleidia_extructa",0.0072,44,"ThomasAM_2018b",6,5,50
"Lactococcus_garvieae",0.073037545296079,38,"ThomasAM_2018b",6,5,50
"Atopobium_minutum",0.0311474419456187,41,"ThomasAM_2018b",6,5,50
"Eubacterium_dolichum",0.0849994933437843,36,"ThomasAM_2018b",6,5,50
"Prevotella_intermedia",0,48,"ThomasAM_2018b",6,5,50
"Porphyromonas_asaccharolytica",0.0123620553359684,43,"ThomasAM_2018b",6,5,50
"Dorea_formicigenerans",0.268278596747714,20,"ThomasAM_2018b",6,5,50
"Gemella_haemolysans",0.00266666666666667,46,"ThomasAM_2018b",6,5,50
"Actinomyces_massiliensis",0.0587437991187687,39,"ThomasAM_2018b",6,5,50
"Gordonibacter_pamelaeae",0.20485997072928,25,"ThomasAM_2018b",6,5,50
"Parvimonas_unclassified",0.975936571082568,2,"ThomasAM_2018b",6,4,50
"Parvimonas_micra",0.731902281083741,8,"ThomasAM_2018b",6,4,50
"Gemella_morbillorum",0.711837028585733,10,"ThomasAM_2018b",6,4,50
"Peptostreptococcus_stomatis",0.619059148867113,15,"ThomasAM_2018b",6,4,50
"Clostridium_symbiosum",0.311340258129741,26,"ThomasAM_2018b",6,4,50
"Bacteroides_vulgatus",0.956126927725772,3,"ThomasAM_2018b",6,4,50
"Lachnospiraceae_bacterium_1_1_57FAA",0.611492042488578,16,"ThomasAM_2018b",6,4,50
"Bacteroides_dorei",0.723060137487956,9,"ThomasAM_2018b",6,4,50
"Actinomyces_graevenitzii",0.857183957134925,5,"ThomasAM_2018b",6,4,50
"Odoribacter_splanchnicus",0.828260795106182,6,"ThomasAM_2018b",6,4,50
"Escherichia_coli",0.691970134702624,11,"ThomasAM_2018b",6,4,50
"Solobacterium_moorei",1.08643899568908,1,"ThomasAM_2018b",6,4,50
"Fusobacterium_nucleatum",0.134421790508793,38,"ThomasAM_2018b",6,4,50
"Mitsuokella_multacida",0.367947893150913,23,"ThomasAM_2018b",6,4,50
"Acidaminococcus_unclassified",0.24047555773697,28,"ThomasAM_2018b",6,4,50
"Atopobium_rimae",0.0683814717953258,47,"ThomasAM_2018b",6,4,50
"Streptococcus_anginosus",0.584535183602071,17,"ThomasAM_2018b",6,4,50
